fecha;hora;ad_name;ad_set_name;campanya;impresiones;clics;leads;inversion
2019-03-29;8;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;19;1;0;0.33
2019-03-29;1;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;17;0;0;0.18
2019-03-31;11;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;51;0;0;0.51
2019-03-28;20;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;70;0;0;0.6
2019-03-25;10;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;14;0;0;0.28
2019-03-21;18;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;23;0;0;0.51
2019-03-22;15;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;33;0;0;0.59
2019-03-26;11;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;12;0;0;0.11
2019-03-24;16;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;16;0;0;0.16
2019-03-24;0;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;23;0;0;0.45
2019-03-27;1;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;8;0;0;0.13
2019-03-25;4;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;2;0;0;0.01
2019-03-31;17;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;59;1;0;0.53
2019-03-22;22;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;65;1;0;1
2019-03-24;17;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;25;0;0;0.41
2019-03-24;2;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;6;0;0;0.03
2019-03-22;20;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;27;0;0;0.51
2019-03-27;15;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;52;1;0;0.68
2019-03-26;6;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;4;0;0;0.08
2019-03-18;5;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;138;1;0;1.45
2019-03-22;16;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;34;0;0;0.68
2019-03-25;21;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;36;1;0;0.51
2019-03-28;16;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;47;0;0;0.38
2019-03-23;16;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;22;0;0;0.53
2019-03-20;20;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;119;0;0;2.06
2019-03-21;8;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;28;0;0;0.48
2019-03-24;22;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;36;1;0;0.28
2019-03-27;7;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;21;0;0;0.21
2019-03-23;5;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;3;0;0;0.06
2019-03-28;6;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;15;0;0;0.14
2019-03-20;17;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;113;2;0;1.22
2019-03-31;4;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;4;0;0;0.03
2019-03-27;19;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;31;0;0;0.5
2019-03-25;14;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;27;0;0;0.34
2019-03-27;4;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;2;0;0;0.03
2019-03-28;5;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;5;0;0;0.05
2019-03-22;0;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;32;0;0;0.76
2019-03-25;0;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;18;0;0;0.33
2019-03-21;13;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;20;1;0;0.38
2019-03-26;0;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;16;0;0;0.16
2019-03-26;9;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;13;0;0;0.26
2019-03-27;8;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;38;0;0;0.46
2019-03-23;15;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;33;0;0;0.68
2019-03-28;17;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;56;0;0;0.49
2019-03-24;13;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;21;0;0;0.28
2019-03-24;7;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;9;0;0;0.15
2019-03-20;19;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;107;1;0;1.14
2019-03-30;18;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;33;1;0;0.4
2019-03-25;13;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;29;0;0;0.3
2019-03-28;0;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;58;0;0;0.58
2019-03-20;11;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;35;0;0;0.07
2019-03-23;19;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;21;0;0;0.24
2019-03-30;11;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;23;1;0;0.35
2019-03-29;18;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;15;0;0;0.29
2019-03-26;20;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;17;0;0;0.19
2019-03-28;9;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;34;0;0;0.38
2019-03-27;0;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;18;0;0;0.39
2019-03-30;21;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;44;1;0;0.76
2019-03-29;7;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;18;0;0;0.25
2019-03-25;11;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;10;0;0;0.13
2019-03-25;9;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;17;0;0;0.3
2019-03-22;13;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;32;1;0;0.6
2019-03-28;3;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;5;0;0;0.11
2019-03-21;14;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;30;1;0;0.4
2019-03-26;12;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;8;0;0;0.08
2019-03-21;5;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;7;0;0;0.08
2019-03-27;13;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;49;0;0;0.75
2019-03-26;15;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;28;0;0;0.88
2019-03-22;3;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;6;0;0;0.65
2019-03-31;19;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;59;0;0;0.71
2019-03-23;18;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;35;0;0;0.5
2019-03-23;9;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;43;1;0;1
2019-03-22;2;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;10;0;0;0.13
2019-03-26;22;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;26;0;0;0.16
2019-03-25;19;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;23;0;0;0.51
2019-03-29;16;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;12;0;0;0.16
2019-03-22;4;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;2;0;0;0.13
2019-03-20;15;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;255;1;0;2.45
2019-03-23;1;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;3;0;0;0.04
2019-03-28;1;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;20;1;0;0.21
2019-03-26;3;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;2;0;0;0.03
2019-03-29;2;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;4;1;0;0.46
2019-03-25;23;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;33;0;0;0.49
2019-03-23;8;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;36;0;0;0.45
2019-03-21;3;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;15;0;0;0.16
2019-03-24;3;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;4;0;0;0.09
2019-03-30;14;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;39;0;0;0.56
2019-03-24;8;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;21;0;0;0.34
2019-03-21;7;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;18;0;0;0.21
2019-03-23;7;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;10;0;0;0.19
2019-03-25;12;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;12;0;0;0.16
2019-03-30;23;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;49;0;0;0.69
2019-03-23;23;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;33;0;0;0.55
2019-03-20;14;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;198;0;0;1.85
2019-03-24;6;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;2;0;0;0.13
2019-03-26;1;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;8;0;0;0.15
2019-03-31;1;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;11;0;0;0.24
2019-03-22;21;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;49;0;0;0.99
2019-03-21;6;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;21;0;0;0.41
2019-03-20;23;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;307;3;0;3.22
2019-03-31;8;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;44;0;0;0.5
2019-03-20;3;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;202;1;0;1.81
2019-03-28;22;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;83;1;0;1.03
2019-03-21;2;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;27;0;0;0.39
2019-03-30;1;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;10;0;0;0.11
2019-03-25;7;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;12;0;0;0.1
2019-03-30;17;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;31;2;0;0.49
2019-03-24;9;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;44;1;0;0.73
2019-03-24;1;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;18;0;0;0.24
2019-03-27;10;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;42;0;0;0.3
2019-03-31;2;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;3;0;0;0.04
2019-03-27;5;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;2;0;0;0
2019-03-28;18;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;27;0;0;0.41
2019-03-31;12;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;38;0;0;0.35
2019-03-28;19;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;30;1;0;0.35
2019-03-30;19;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;26;0;0;0.31
2019-03-26;14;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;14;0;0;0.33
2019-03-27;16;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;52;0;0;0.41
2019-03-25;15;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;22;1;0;0.59
2019-03-23;2;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;10;0;0;0.14
2019-03-26;10;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;6;0;0;0.1
2019-03-20;21;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;110;2;0;1.12
2019-03-25;18;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;21;1;0;0.33
2019-03-31;10;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;58;1;0;0.66
2019-03-21;1;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;59;0;0;0.69
2019-03-23;17;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;27;0;0;0.33
2019-03-25;1;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;6;0;0;0.01
2019-03-27;14;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;61;0;0;0.65
2019-03-28;8;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;41;0;0;0.65
2019-03-31;3;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;3;0;0;0.04
2019-03-31;15;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;55;3;0;0.88
2019-03-27;18;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;12;0;0;0.21
2019-03-29;3;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;1;0;0;0
2019-03-28;15;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;79;2;0;1.1
2019-03-23;11;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;25;0;0;0.51
2019-03-29;11;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;27;0;0;0.48
2019-03-29;15;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;9;0;0;0.13
2019-03-30;13;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;31;0;0;0.54
2019-03-23;21;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;35;0;0;0.51
2019-03-26;2;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;3;0;0;0.04
2019-03-28;21;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;93;0;0;1.13
2019-03-27;11;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;27;2;0;0.16
2019-03-26;17;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;12;0;0;0.21
2019-03-22;8;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;14;0;0;0.35
2019-03-22;11;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;24;0;0;0.63
2019-03-24;4;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;1;0;0;0.01
2019-03-31;14;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;70;1;0;1.18
2019-03-31;23;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;18;0;0;0.13
2019-03-23;13;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;11;0;0;0.21
2019-03-31;5;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;2;0;0;0.06
2019-03-21;0;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;85;1;0;1.18
2019-03-31;7;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;24;0;0;0.53
2019-03-22;10;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;12;0;0;0.18
2019-03-28;2;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;6;0;0;0.09
2019-03-28;12;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;50;1;0;0.43
2019-03-26;18;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;20;1;0;0.35
2019-03-24;21;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;45;0;0;0.58
2019-03-30;15;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;31;0;0;0.19
2019-03-29;20;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;21;0;0;0.39
2019-03-31;6;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;8;0;0;0.08
2019-03-29;6;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;4;0;0;0.06
2019-03-21;4;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;6;0;0;0.1
2019-03-21;17;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;30;2;0;0.65
2019-03-24;18;Marca_Ene19_Usuaria_Anuncio3;Tratamiento_LeadAds_Marzo19_Usuaria;Tratamiento_LeadAds_Marzo19;26;0;0;0.46
