fecha;hora;ad_name;ad_set_name;campanya;impresiones;clics;leads;inversion
2019-05-04;10;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;9;0;0;0.06
2019-05-10;8;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;31;0;0;0.34
2019-05-16;12;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;4;0;0;0.04
2019-05-16;1;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;6;0;0;0.03
2019-05-10;4;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;7;0;0;0.06
2019-05-03;5;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;1;0;0;0.01
2019-05-10;20;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;76;0;0;0.73
2019-05-13;9;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;19;2;0;0.19
2019-05-08;11;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;1;0;0;0.01
2019-05-04;18;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;17;0;0;0.13
2019-05-11;15;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;36;1;0;0.25
2019-05-15;13;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;9;0;0;0.1
2019-05-08;16;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;1;0;0;0.01
2019-05-04;16;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;31;0;0;0.4
2019-05-05;19;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;25;0;0;0.34
2019-05-13;15;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;37;0;0;0.61
2019-05-08;21;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;12;0;0;0.1
2019-05-14;22;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;25;0;0;0.4
2019-05-05;1;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;5;0;0;0.04
2019-05-09;20;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;51;0;0;0.5
2019-05-08;10;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;5;0;0;0.09
2019-05-05;0;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;37;0;0;0.48
2019-05-15;11;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;8;0;0;0.08
2019-05-06;18;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;4;0;0;0.03
2019-05-13;18;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;45;0;0;0.31
2019-05-12;13;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;33;0;0;0.2
2019-05-09;11;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;103;1;0;0.83
2019-05-06;22;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;19;0;0;0.18
2019-05-14;4;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;5;0;0;0.03
2019-05-15;4;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;1;0;0;0
2019-05-15;9;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;12;0;0;0.19
2019-05-03;3;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;3;0;0;0.05
2019-05-12;5;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;2;0;0;0.03
2019-05-05;9;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;14;1;0;0.13
2019-05-15;0;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;17;0;0;0.14
2019-05-08;8;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;1;0;0;0
2019-05-03;1;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;7;0;0;0.19
2019-05-12;9;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;32;1;0;0.76
2019-05-14;12;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;22;0;0;0.19
2019-05-15;21;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;16;0;0;0.15
2019-05-12;3;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;4;0;0;0.03
2019-05-05;20;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;35;1;0;0.31
2019-05-06;1;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;6;0;0;0.06
2019-05-13;23;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;32;0;0;0.49
2019-05-03;0;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;14;0;0;0.25
2019-05-06;8;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;9;0;0;0.36
2019-05-11;2;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;12;0;0;0.15
2019-05-17;1;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;4;0;0;0.19
2019-05-11;14;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;25;1;0;0.28
2019-05-11;16;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;25;0;0;0.24
2019-05-10;15;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;51;1;0;0.75
2019-05-08;7;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;1;0;0;0.01
2019-05-14;2;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;7;0;0;0.09
2019-05-05;2;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;3;0;0;0.03
2019-05-14;8;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;24;0;0;0.76
2019-05-15;14;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;14;0;0;0.15
2019-05-03;22;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;33;0;0;0.54
2019-05-01;3;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;13;0;0;0.13
2019-05-07;4;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;2;0;0;0.03
2019-05-10;13;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;49;0;0;0.55
2019-05-17;21;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;9;0;0;0.34
2019-05-16;13;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;6;0;0;0.05
2019-05-18;18;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;18;0;0;0.14
2019-05-03;18;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;20;0;0;0.26
2019-05-17;13;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;18;0;0;0.16
2019-05-03;23;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;34;0;0;0.34
2019-05-09;13;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;89;0;0;0.75
2019-05-06;17;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;4;0;0;0.03
2019-05-16;7;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;5;0;0;0.28
2019-05-11;21;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;50;0;0;0.4
2019-05-14;11;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;14;0;0;0.14
2019-05-16;10;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;2;0;0;0.03
2019-05-09;4;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;1;0;0;0.01
2019-05-12;10;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;24;0;0;0.69
2019-05-04;7;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;4;0;0;0.05
2019-05-03;13;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;11;0;0;0.24
2019-05-02;1;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;43;0;0;0.54
2019-05-07;7;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;12;0;0;0.68
2019-05-16;6;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;2;0;0;0.03
2019-05-05;7;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;8;0;0;0.08
2019-05-10;2;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;7;0;0;0.08
2019-05-07;18;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;4;0;0;0.03
2019-05-10;19;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;59;1;0;0.53
2019-05-11;6;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;9;0;0;0.06
2019-05-11;0;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;83;0;0;0.78
2019-05-03;6;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;4;0;0;0.05
2019-05-09;21;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;74;0;0;1.31
2019-05-12;6;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;5;0;0;0.03
2019-05-07;0;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;13;0;0;0.15
2019-05-07;20;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;4;0;0;0.03
2019-05-08;19;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Mayo19_Usuaria;Sistemas_LeadAds_Mayo19;15;0;0;0.05
2019-04-26;9;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;18;0;0;0.25
2019-04-29;13;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;63;0;0;0.56
2019-04-24;3;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;8;0;0;0.09
2019-04-30;3;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;8;0;0;0.08
2019-04-16;15;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;20;1;0;0.15
2019-04-23;18;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;54;1;0;0.53
2019-04-01;5;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;19;0;0;0.18
2019-04-24;17;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;50;0;0;0.49
2019-04-28;22;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;109;0;0;0.9
2019-04-11;18;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;68;0;0;0.43
2019-04-18;6;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;39;0;0;0.29
2019-04-30;8;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;30;0;0;0.45
2019-04-30;10;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;30;0;0;0.55
2019-04-16;12;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;24;0;0;0.11
2019-04-02;4;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;2;0;0;0.04
2019-04-24;15;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;56;0;0;0.56
2019-04-29;11;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;85;0;0;0.8
2019-04-16;19;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;34;1;0;0.2
2019-04-26;12;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;22;0;0;0.43
2019-04-09;7;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;21;0;0;0.3
2019-04-12;5;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;5;0;0;0.01
2019-04-04;8;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;21;0;0;0.13
2019-04-12;8;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;15;1;0;0.18
2019-04-22;20;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;36;0;0;0.3
2019-04-20;15;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;41;1;0;0.73
2019-04-10;22;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;86;0;0;0.7
2019-04-20;17;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;42;0;0;0.38
2019-04-10;17;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;39;0;0;0.28
2019-04-03;6;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;5;0;0;0.07
2019-04-20;14;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;27;0;0;0.26
2019-04-25;2;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;8;0;0;0.03
2019-04-03;2;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;7;0;0;0.11
2019-04-03;18;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;8;0;0;0.05
2019-04-20;13;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;30;0;0;0.2
2019-04-21;2;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;12;0;0;0.06
2019-04-23;7;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;3;0;0;0
2019-04-19;5;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;38;0;0;0.4
2019-04-04;13;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;19;0;0;0.09
2019-04-27;9;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;20;0;0;0.16
2019-04-05;4;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;1;0;0;0.01
2019-04-17;8;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;14;0;0;0.15
2019-04-03;10;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;11;0;0;0.11
2019-04-25;0;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;48;1;0;0.56
2019-04-26;17;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;16;0;0;0.13
2019-04-25;8;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;45;0;0;0.39
2019-04-30;18;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;69;1;0;0.96
2019-04-22;4;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;1;0;0;0.01
2019-04-12;9;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;16;1;0;0.08
2019-04-23;8;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;6;0;0;0.05
2019-04-21;3;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;2;0;0;0.03
2019-04-08;4;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;6;0;0;0.06
2019-04-26;8;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;13;1;0;0.1
2019-04-04;10;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;19;0;0;0.11
2019-04-14;14;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;147;2;0;1.75
2019-04-16;11;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;19;0;0;0.19
2019-04-06;3;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;5;0;0;0.04
2019-04-10;16;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;46;0;0;0.33
2019-04-17;17;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;153;1;0;1.53
2019-04-15;6;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;37;0;0;0.4
2019-04-09;16;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;35;0;0;0.26
2019-04-29;0;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;34;0;0;0.54
2019-04-14;6;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;25;0;0;0.27
2019-04-22;12;Sistemas_Ene19_Usuaria_Anuncio14_LeadAd;Sistemas_LeadAds_Abril19_Usuaria;Sistemas_LeadAds_Abril19;21;0;0;0.43
