fecha_hora_minuto;campanya;cadena;franja;creatividad;duracion;posicion;grps_ad16;inversion
2019/04/09 00:40:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;PROMOCION 10s;10;X;0.04;18.52
2019/04/09 00:48:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;PROMOCION 10s;10;X;0.02;10.39
2019/04/10 01:01:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;PROMOCION 10s;10;P3;0;0
2019/04/10 01:29:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;PROMOCION 10s;10;X;0.16;72.73
2019/04/10 01:02:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 10s;10;X;0;0
2019/04/10 01:05:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;PROMOCION 10s;10;X;0.41;194.7
2019/04/10 01:30:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;PROMOCION 10s;10;X;0.02;8.13
2019/04/10 01:15:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;P4;0.01;4.17
2019/04/11 01:13:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;PROMOCION 10s;10;X;0;0
2019/04/11 00:48:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 10s;10;P2;0.02;10.39
2019/04/11 01:18:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 10s;10;UL;0.02;9.94
2019/04/11 01:28:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 10s;10;X;0.09;49.24
2019/04/12 01:11:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 10s;10;PU;0.01;2.71
2019/04/12 01:23:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;P1;0;0
2019/04/12 01:14:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 10s;10;X;0.05;21.68
2019/04/12 00:41:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;P6;0.08;51.43
2019/04/12 01:11:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;UL;0.01;7.65
2019/04/12 01:16:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 10s;10;X;0.16;75.89
2019/04/23 00:38:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;PROMOCION 10s;10;P3;0.05;19.43
2019/04/23 01:23:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;P3;0.02;12.51
2019/04/23 00:46:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;P4;0.01;8.34
2019/04/23 00:57:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 10s;10;P1;0;0
2019/04/23 01:02:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 10s;10;X;0.45;197.42
2019/04/23 00:49:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;UL;0.06;40.31
2019/04/23 00:56:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;X;0;0
2019/04/23 01:02:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;P6;0.04;27.8
2019/04/23 01:17:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 10s;10;P6;0.04;18.07
2019/04/23 01:00:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;PROMOCION 10s;10;P5;0;0
2019/04/23 01:28:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;X;0.1;84.79
2019/04/23 01:13:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;P3;0.14;108.42
2019/04/24 00:55:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;PROMOCION 10s;10;UL;0;0
2019/04/25 00:32:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 10s;10;AP;0.01;3.61
2019/04/26 00:48:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 10s;10;P4;0.03;18.52
2019/04/26 00:42:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 10s;10;X;0.06;25.75
2019/04/26 01:23:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 10s;10;P4;0.03;14
2019/04/26 00:40:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 10s;10;X;0.03;11.29
2019/04/26 01:19:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;PROMOCION 10s;10;X;0;0
2019/04/26 01:05:00;HISPASALES ABRIL TV;DIVINITY;LATE NIGHT;OFERTA 10s;10;P3;0.09;42.47
2019/05/06 01:18:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;X;0.21;41.68
2019/05/06 00:36:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;AP;0.04;48.09
2019/05/06 00:33:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;P3;0.04;26.11
2019/05/06 01:00:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;AP;0.01;0
2019/05/06 01:48:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;PROMOCION 10s;10;P4;0.25;46.74
2019/05/06 00:53:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;PU;0.27;119.08
2019/05/06 01:31:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;PU;0;0
2019/05/06 01:18:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 10s;10;X;0.05;19.05
2019/05/08 01:05:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 10s;10;P2;0.02;0
2019/05/09 01:12:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;P1;0.07;0
2019/05/09 00:48:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;PROMOCION 10s;10;P6;0.03;45.25
2019/05/10 00:48:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;PROMOCION 10s;10;X;0.05;0
2019/05/10 00:54:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;PROMOCION 10s;10;X;0.04;0
2019/05/10 00:42:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;UL;0.02;32.52
2019/05/10 01:06:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;P4;0.01;0
2019/05/10 01:24:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;UL;0.01;21.98
2019/05/10 01:04:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;X;0.04;37.56
2019/05/13 00:50:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;PROMOCION 10s;10;X;0;0
2019/05/13 01:26:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;P1;0.01;0
2019/05/13 00:59:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;UL;0.04;38.93
2019/05/13 01:06:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;PROMOCION 10s;10;P2;0.03;17.56
2019/05/13 01:20:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;X;0.01;21.07
2019/05/13 00:47:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;PROMOCION 10s;10;AP;0.01;0
2019/05/13 01:14:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;P2;0.02;9.16
2019/05/13 00:39:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 10s;10;AP;0.02;0
2019/05/13 01:01:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;AP;0.02;10.08
2019/05/13 01:18:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;PROMOCION 10s;10;P2;0.06;44.36
2019/05/13 00:45:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;X;0;0
2019/05/13 01:12:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;P3;0.02;0
2019/05/13 01:10:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;AP;0.12;18.32
2019/05/13 00:54:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;PROMOCION 10s;10;P6;0.36;118.19
2019/05/13 01:11:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;P2;0;0
2019/05/14 00:43:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;X;0;0
2019/05/14 01:30:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 10s;10;P4;0;0
2019/05/14 01:16:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 10s;10;AP;0.02;0
2019/05/15 01:05:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;UL;0;0
2019/05/17 00:45:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;X;0.01;0
2019/05/17 01:25:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;P2;0.11;98.47
2019/05/17 00:50:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;PROMOCION 10s;10;P1;0.06;17.86
2019/05/17 01:20:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 20s;20;X;0.02;11.91
2019/05/17 01:30:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;PROMOCION 10s;10;X;0.02;19.95
2019/05/17 00:57:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 10s;10;UL;0;0
2019/05/17 01:02:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;OFERTA 10s;10;X;0.36;182.19
2019/05/17 01:22:00;HISPASALES MAYO TV;DIVINITY;LATE NIGHT;PROMOCION 10s;10;X;0;0
2019/03/28 00:51:00;HISPASALES MARZO TV;T5;LATE NIGHT;OFERTA 20s;20;P1;5.53;5603.36
2019/03/20 00:50:00;HISPASALES MARZO TV;T5;LATE NIGHT;OFERTA 20s;20;P1;1.6;1434.3
2019/03/25 00:53:00;HISPASALES MARZO TV;T5;LATE NIGHT;OFERTA 20s;20;X;4.15;3237.78
2019/05/06 00:55:00;HISPASALES MAYO TV;T5;LATE NIGHT;OFERTA 10s;10;X;5.01;2216.16
2019/03/21 00:45:00;HISPASALES MARZO TV;FDF;LATE NIGHT;OFERTA 20s;20;PU;0.11;85
2019/03/25 01:01:00;HISPASALES MARZO TV;FDF;LATE NIGHT;OFERTA 20s;20;P2;0.01;11
2019/04/01 00:46:00;HISPASALES MARZO TV;FDF;LATE NIGHT;OFERTA 20s;20;P4;0.07;53.75
2019/03/20 01:06:00;HISPASALES MARZO TV;FDF;LATE NIGHT;OFERTA 20s;20;P6;0.16;120
2019/03/29 00:50:00;HISPASALES MARZO TV;FDF;LATE NIGHT;OFERTA 20s;20;P6;0.3;226.25
2019/04/04 00:56:00;HISPASALES ABRIL TV;FDF;LATE NIGHT;OFERTA 20s;20;P5;0.12;86.25
2019/04/02 01:00:00;HISPASALES ABRIL TV;FDF;LATE NIGHT;OFERTA 20s;20;P6;0.14;103.75
2019/04/25 01:12:00;HISPASALES ABRIL TV;FDF;LATE NIGHT;OFERTA 20s;20;P3;0.31;227.5
2019/04/08 00:49:00;HISPASALES ABRIL TV;FDF;LATE NIGHT;OFERTA 20s;20;P3;0.08;57.5
2019/04/09 01:18:00;HISPASALES ABRIL TV;FDF;LATE NIGHT;OFERTA 20s;20;P2;0.1;79.75
2019/04/23 02:08:00;HISPASALES ABRIL TV;FDF;LATE NIGHT;OFERTA 10s;10;X;0.01;7.31
2019/04/25 01:12:00;HISPASALES ABRIL TV;FDF;LATE NIGHT;OFERTA 20s;20;P3;0.06;45
2019/05/09 00:57:00;HISPASALES MAYO TV;FDF;LATE NIGHT;OFERTA 20s;20;AP;0.11;91.35
2019/05/13 01:09:00;HISPASALES MAYO TV;FDF;LATE NIGHT;OFERTA 20s;20;X;0.04;23.1
2019/03/31 20:38:00;HISPASALES MARZO TV;LA SEXTA;PRIME TIME;OFERTA 20s;20;X;3.19;2647.7
2019/03/26 22:05:00;HISPASALES MARZO TV;LA SEXTA;PRIME TIME;OFERTA 20s;20;X;3.55;2946.5
2019/03/26 21:50:00;HISPASALES MARZO TV;LA SEXTA;PRIME TIME;OFERTA 10s;10;X;3.9;1942.2
2019/03/25 20:41:00;HISPASALES MARZO TV;LA SEXTA;PRIME TIME;OFERTA 20s;20;PU;5.74;6669.88
2019/03/28 20:41:00;HISPASALES MARZO TV;LA SEXTA;PRIME TIME;OFERTA 20s;20;X;4.66;3867.8
2019/03/19 23:58:00;HISPASALES MARZO TV;LA SEXTA;PRIME TIME;OFERTA 20s;20;P6;3.28;2722.4
2019/03/20 00:20:00;HISPASALES MARZO TV;LA SEXTA;PRIME TIME;OFERTA 20s;20;PU;1.98;2300.76
2019/03/31 21:48:00;HISPASALES MARZO TV;LA SEXTA;PRIME TIME;OFERTA 20s;20;X;2.9;2407
2019/03/22 00:15:00;HISPASALES MARZO TV;LA SEXTA;PRIME TIME;OFERTA 10s;10;X;1.59;791.82
2019/03/21 20:34:00;HISPASALES MARZO TV;LA SEXTA;PRIME TIME;OFERTA 20s;20;X;4.66;3867.8
2019/03/24 23:19:00;HISPASALES MARZO TV;LA SEXTA;PRIME TIME;OFERTA 10s;10;X;3.07;1528.86
2019/03/24 20:41:00;HISPASALES MARZO TV;LA SEXTA;PRIME TIME;PROMOCION 10s;10;X;3.1;1543.8
2019/04/02 21:50:00;HISPASALES ABRIL TV;LA SEXTA;PRIME TIME;PROMOCION 10s;10;X;3.54;1911.6
2019/04/08 21:43:00;HISPASALES ABRIL TV;LA SEXTA;PRIME TIME;PROMOCION 10s;10;X;4.09;2208.6
2019/04/09 00:28:00;HISPASALES ABRIL TV;LA SEXTA;PRIME TIME;PROMOCION 10s;10;X;0.8;432
2019/04/04 20:40:00;HISPASALES ABRIL TV;LA SEXTA;PRIME TIME;PROMOCION 10s;10;X;4.67;2521.8
2019/04/01 20:32:00;HISPASALES ABRIL TV;LA SEXTA;PRIME TIME;OFERTA 20s;20;P6;4.22;3798
2019/04/09 20:32:00;HISPASALES ABRIL TV;LA SEXTA;PRIME TIME;OFERTA 20s;20;X;4.61;4149
2019/04/01 23:41:00;HISPASALES ABRIL TV;LA SEXTA;PRIME TIME;PROMOCION 10s;10;X;1.48;799.2
2019/04/23 21:37:00;HISPASALES ABRIL TV;LA SEXTA;PRIME TIME;PROMOCION 10s;10;X;4.41;2381.4
2019/04/24 22:06:00;HISPASALES ABRIL TV;LA SEXTA;PRIME TIME;OFERTA 10s;10;X;3.48;1879.2
2019/04/04 23:51:00;HISPASALES ABRIL TV;LA SEXTA;PRIME TIME;PROMOCION 10s;10;X;2.38;1285.2
2019/04/07 20:40:00;HISPASALES ABRIL TV;LA SEXTA;PRIME TIME;PROMOCION 10s;10;X;2.86;1544.4
2019/04/22 21:43:00;HISPASALES ABRIL TV;LA SEXTA;PRIME TIME;OFERTA 10s;10;X;4.58;2473.2
2019/04/22 23:41:00;HISPASALES ABRIL TV;LA SEXTA;PRIME TIME;OFERTA 10s;10;X;1.28;691.2
2019/04/23 21:39:00;HISPASALES ABRIL TV;LA SEXTA;PRIME TIME;OFERTA 10s;10;X;4.55;2457
2019/04/22 23:54:00;HISPASALES ABRIL TV;LA SEXTA;PRIME TIME;OFERTA 10s;10;X;1.03;556.2
2019/05/08 00:17:00;HISPASALES MAYO TV;LA SEXTA;PRIME TIME;PROMOCION 10s;10;X;1.36;556.72
2019/05/07 21:47:00;HISPASALES MAYO TV;LA SEXTA;PRIME TIME;OFERTA 20s;20;X;2.98;1802.55
2019/05/13 21:47:00;HISPASALES MAYO TV;LA SEXTA;PRIME TIME;OFERTA 10s;10;X;3.29;1329.75
2019/05/08 22:04:00;HISPASALES MAYO TV;LA SEXTA;PRIME TIME;OFERTA 10s;10;X;3.33;1173.73
2019/05/12 22:08:00;HISPASALES MAYO TV;LA SEXTA;PRIME TIME;OFERTA 10s;10;X;3.18;1312.02
2019/05/13 20:38:00;HISPASALES MAYO TV;LA SEXTA;PRIME TIME;OFERTA 20s;20;X;3.41;2411.28
2019/05/05 20:36:00;HISPASALES MAYO TV;LA SEXTA;PRIME TIME;OFERTA 20s;20;X;2.22;1631.16
2019/05/12 21:54:00;HISPASALES MAYO TV;LA SEXTA;PRIME TIME;OFERTA 20s;20;X;2.81;1944.39
2019/05/16 20:38:00;HISPASALES MAYO TV;LA SEXTA;PRIME TIME;PROMOCION 10s;10;X;3.8;1641.8
2019/05/08 21:44:00;HISPASALES MAYO TV;LA SEXTA;PRIME TIME;PROMOCION 10s;10;X;3.42;1294.29
2019/05/07 00:15:00;HISPASALES MAYO TV;LA SEXTA;PRIME TIME;PROMOCION 10s;10;X;3.15;1336.84
2019/05/14 20:37:00;HISPASALES MAYO TV;LA SEXTA;PRIME TIME;OFERTA 10s;10;X;3.71;1663.07
2019/05/14 22:49:00;HISPASALES MAYO TV;PULSA TV;PRIME TIME;OFERTA 20s;20;X;0.18;54.33
2019/05/14 23:55:00;HISPASALES MAYO TV;PULSA TV;PRIME TIME;OFERTA 20s;20;P6;0.11;26.01
2019/05/07 20:59:00;HISPASALES MAYO TV;PULSA TV;PRIME TIME;OFERTA 10s;10;UL;0.52;80.98
2019/05/07 21:26:00;HISPASALES MAYO TV;PULSA TV;PRIME TIME;PROMOCION 10s;10;X;0.57;98.67
2019/05/07 22:20:00;HISPASALES MAYO TV;PULSA TV;PRIME TIME;OFERTA 20s;20;P5;0.7;213.86
2019/05/08 22:49:00;HISPASALES MAYO TV;PULSA TV;PRIME TIME;OFERTA 10s;10;X;0.42;65.03
2019/05/09 00:28:00;HISPASALES MAYO TV;PULSA TV;PRIME TIME;PROMOCION 10s;10;AP;0.13;21.85
2019/05/09 21:50:00;HISPASALES MAYO TV;PULSA TV;PRIME TIME;OFERTA 20s;20;P4;0.79;223.4
2019/05/12 20:33:00;HISPASALES MAYO TV;PULSA TV;PRIME TIME;PROMOCION 10s;10;AP;0.88;133.87
2019/05/12 22:30:00;HISPASALES MAYO TV;PULSA TV;PRIME TIME;OFERTA 10s;10;AP;0.53;99.88
2019/05/14 00:22:00;HISPASALES MAYO TV;PULSA TV;PRIME TIME;OFERTA 20s;20;P5;0.12;39.88
2019/05/13 20:52:00;HISPASALES MAYO TV;PULSA TV;PRIME TIME;PROMOCION 10s;10;X;0.21;43.52
2019/05/14 21:31:00;HISPASALES MAYO TV;PULSA TV;PRIME TIME;OFERTA 10s;10;P6;0.14;16.99
2019/05/13 21:53:00;HISPASALES MAYO TV;PULSA TV;PRIME TIME;OFERTA 10s;10;X;0.66;96.76
2019/03/25 20:39:00;HISPASALES MARZO TV;ANTENA 3;PRIME TIME;OFERTA 20s;20;P6;2.56;1996.02
2019/03/25 21:39:00;HISPASALES MARZO TV;ANTENA 3;PRIME TIME;OFERTA 10s;10;X;3.08;1439.57
2019/03/25 23:15:00;HISPASALES MARZO TV;ANTENA 3;PRIME TIME;OFERTA 20s;20;X;3.39;2641.08
2019/03/25 23:40:00;HISPASALES MARZO TV;ANTENA 3;PRIME TIME;PROMOCION 10s;10;X;2.95;1378.26
2019/03/28 23:49:00;HISPASALES MARZO TV;ANTENA 3;PRIME TIME;OFERTA 20s;20;X;1.78;1386.06
2019/03/29 00:27:00;HISPASALES MARZO TV;ANTENA 3;PRIME TIME;OFERTA 20s;20;X;1.69;1315.86
2019/03/31 21:05:00;HISPASALES MARZO TV;ANTENA 3;PRIME TIME;OFERTA 10s;10;X;1.87;873.29
2019/03/31 21:19:00;HISPASALES MARZO TV;ANTENA 3;PRIME TIME;OFERTA 20s;20;X;1.72;1344.72
2019/03/31 23:42:00;HISPASALES MARZO TV;ANTENA 3;PRIME TIME;OFERTA 10s;10;X;2.75;1285.13
2019/03/31 22:06:00;HISPASALES MARZO TV;ANTENA 3;PRIME TIME;OFERTA 20s;20;X;2.76;2155.14
2019/03/18 20:51:00;HISPASALES MARZO TV;ANTENA 3;PRIME TIME;OFERTA 20s;20;X;2.32;1805.7
2019/03/21 20:48:00;HISPASALES MARZO TV;ANTENA 3;PRIME TIME;OFERTA 20s;20;X;2.12;1650.48
2019/03/25 00:17:00;HISPASALES MARZO TV;ANTENA 3;PRIME TIME;OFERTA 20s;20;X;3.01;2346.24
2019/03/20 23:55:00;HISPASALES MARZO TV;ANTENA 3;PRIME TIME;OFERTA 10s;10;X;2.41;1126.01
2019/03/18 22:12:00;HISPASALES MARZO TV;ANTENA 3;PRIME TIME;OFERTA 20s;20;P4;4.55;3548.22
2019/03/20 23:33:00;HISPASALES MARZO TV;ANTENA 3;PRIME TIME;OFERTA 20s;20;X;2.96;2308.8
2019/03/26 00:16:00;HISPASALES MARZO TV;ANTENA 3;PRIME TIME;OFERTA 20s;20;X;2.71;2115.36
2019/03/26 20:50:00;HISPASALES MARZO TV;ANTENA 3;PRIME TIME;OFERTA 20s;20;X;2;1557.66
2019/03/27 22:18:00;HISPASALES MARZO TV;ANTENA 3;PRIME TIME;OFERTA 20s;20;X;3.6;2807.22
2019/03/19 20:51:00;HISPASALES MARZO TV;ANTENA 3;PRIME TIME;OFERTA 20s;20;X;2.16;1688.7
2019/03/25 22:52:00;HISPASALES MARZO TV;ANTENA 3;PRIME TIME;OFERTA 10s;10;P6;2.73;1276.7
2019/03/25 22:48:00;HISPASALES MARZO TV;ANTENA 3;PRIME TIME;PROMOCION 10s;10;UL;2.71;1267.34
2019/04/02 21:07:00;HISPASALES ABRIL TV;ANTENA 3;PRIME TIME;OFERTA 10s;10;X;2.43;1225.22
2019/04/02 21:32:00;HISPASALES ABRIL TV;ANTENA 3;PRIME TIME;PROMOCION 10s;10;X;2.96;1490.83
2019/04/02 20:52:00;HISPASALES ABRIL TV;ANTENA 3;PRIME TIME;OFERTA 10s;10;X;2;1009.01
2019/04/03 22:31:00;HISPASALES ABRIL TV;ANTENA 3;PRIME TIME;PROMOCION 10s;10;X;2.78;1400.11
2019/04/03 23:56:00;HISPASALES ABRIL TV;ANTENA 3;PRIME TIME;OFERTA 10s;10;X;2.85;1438.42
2019/04/04 00:26:00;HISPASALES ABRIL TV;ANTENA 3;PRIME TIME;OFERTA 10s;10;X;1.87;944.5
2019/04/07 20:54:00;HISPASALES ABRIL TV;ANTENA 3;PRIME TIME;OFERTA 10s;10;X;2.45;1233.29
2019/04/07 21:24:00;HISPASALES ABRIL TV;ANTENA 3;PRIME TIME;PROMOCION 10s;10;X;2.19;1104.77
2019/04/07 21:05:00;HISPASALES ABRIL TV;ANTENA 3;PRIME TIME;OFERTA 20s;20;X;2.17;1823.64
2019/04/08 23:16:00;HISPASALES ABRIL TV;ANTENA 3;PRIME TIME;PROMOCION 10s;10;X;3.25;1638.5
2019/04/08 23:45:00;HISPASALES ABRIL TV;ANTENA 3;PRIME TIME;OFERTA 10s;10;X;2.96;1494.36
2019/04/09 00:19:00;HISPASALES ABRIL TV;ANTENA 3;PRIME TIME;OFERTA 20s;20;X;2.91;2443.56
2019/04/10 00:05:00;HISPASALES ABRIL TV;ANTENA 3;PRIME TIME;PROMOCION 10s;10;X;2.45;1235.81
2019/04/01 21:05:00;HISPASALES ABRIL TV;ANTENA 3;PRIME TIME;PROMOCION 10s;10;X;2.17;1096.2
2019/04/01 21:33:00;HISPASALES ABRIL TV;ANTENA 3;PRIME TIME;OFERTA 10s;10;X;2.98;1502.93
2019/04/01 22:17:00;HISPASALES ABRIL TV;ANTENA 3;PRIME TIME;OFERTA 10s;10;X;4.32;2178.79
2019/04/07 23:21:00;HISPASALES ABRIL TV;ANTENA 3;PRIME TIME;OFERTA 20s;20;AP;3.07;2580.48
2019/04/08 00:09:00;HISPASALES ABRIL TV;ANTENA 3;PRIME TIME;OFERTA 10s;10;X;2.75;1387.51
2019/04/22 20:46:00;HISPASALES ABRIL TV;ANTENA 3;PRIME TIME;PROMOCION 10s;10;P6;2.37;1193.98
2019/04/23 23:23:00;HISPASALES ABRIL TV;ANTENA 3;PRIME TIME;PROMOCION 10s;10;X;2.58;1301.33
2019/04/24 20:52:00;HISPASALES ABRIL TV;ANTENA 3;PRIME TIME;OFERTA 10s;10;PU;2.18;1096.2
2019/04/25 21:05:00;HISPASALES ABRIL TV;ANTENA 3;PRIME TIME;OFERTA 10s;10;X;2.26;1140.05
2019/04/25 22:42:00;HISPASALES ABRIL TV;ANTENA 3;PRIME TIME;PROMOCION 10s;10;X;3.18;1603.73
2019/04/25 23:42:00;HISPASALES ABRIL TV;ANTENA 3;PRIME TIME;OFERTA 10s;10;X;2.1;1059.41
2019/04/22 23:18:00;HISPASALES ABRIL TV;ANTENA 3;PRIME TIME;OFERTA 10s;10;P5;3.7;1866.31
2019/05/05 20:50:00;HISPASALES MAYO TV;ANTENA 3;PRIME TIME;OFERTA 20s;20;X;1.93;1383.96
2019/05/07 22:24:00;HISPASALES MAYO TV;ANTENA 3;PRIME TIME;OFERTA 10s;10;X;3.58;1546.52
2019/05/08 21:08:00;HISPASALES MAYO TV;ANTENA 3;PRIME TIME;PROMOCION 10s;10;X;2.19;1019.5
2019/05/09 23:27:00;HISPASALES MAYO TV;ANTENA 3;PRIME TIME;PROMOCION 10s;10;X;2.18;806.09
2019/05/10 00:19:00;HISPASALES MAYO TV;ANTENA 3;PRIME TIME;OFERTA 20s;20;X;1.8;1143.42
2019/05/12 20:50:00;HISPASALES MAYO TV;ANTENA 3;PRIME TIME;OFERTA 10s;10;X;1.78;771.55
2019/05/08 00:26:00;HISPASALES MAYO TV;ANTENA 3;PRIME TIME;PROMOCION 10s;10;X;5.29;2371.77
2019/05/09 00:11:00;HISPASALES MAYO TV;ANTENA 3;PRIME TIME;PROMOCION 10s;10;X;2.25;969.91
2019/05/13 20:50:00;HISPASALES MAYO TV;ANTENA 3;PRIME TIME;OFERTA 20s;20;X;1.57;1334.94
2019/05/13 21:05:00;HISPASALES MAYO TV;ANTENA 3;PRIME TIME;OFERTA 10s;10;X;1.66;833.8
2019/05/14 21:06:00;HISPASALES MAYO TV;ANTENA 3;PRIME TIME;OFERTA 10s;10;X;1.88;877.57
2019/05/14 21:33:00;HISPASALES MAYO TV;ANTENA 3;PRIME TIME;PROMOCION 10s;10;X;2.82;1296.18
2019/03/28 23:54:00;HISPASALES MARZO TV;CUATRO;PRIME TIME;OFERTA 10s;10;X;1.49;742.02
2019/03/19 00:10:00;HISPASALES MARZO TV;CUATRO;PRIME TIME;OFERTA 20s;20;X;1.76;1460.8
2019/03/31 21:07:00;HISPASALES MARZO TV;CUATRO;PRIME TIME;OFERTA 20s;20;X;2.28;1892.4
2019/03/31 23:57:00;HISPASALES MARZO TV;CUATRO;PRIME TIME;OFERTA 20s;20;X;1.56;1294.8
2019/03/26 20:54:00;HISPASALES MARZO TV;CUATRO;PRIME TIME;OFERTA 20s;20;X;1.37;1137.1
2019/03/28 00:09:00;HISPASALES MARZO TV;CUATRO;PRIME TIME;OFERTA 20s;20;X;1.46;1211.8
2019/03/28 21:22:00;HISPASALES MARZO TV;CUATRO;PRIME TIME;OFERTA 20s;20;P6;1.71;1419.3
