fecha_hora_minuto;campanya;cadena;franja;creatividad;duracion;posicion;grps_ad16;inversion
2019/03/26 12:51:00;HISPASALES MARZO TV;LA SEXTA;MAÑANA;OFERTA 20s;20;X;1.1;913
2019/03/27 13:16:00;HISPASALES MARZO TV;LA SEXTA;MAÑANA;OFERTA 20s;20;X;1.49;1236.7
2019/03/19 12:58:00;HISPASALES MARZO TV;LA SEXTA;MAÑANA;OFERTA 20s;20;PU;1.22;1316.38
2019/03/28 12:59:00;HISPASALES MARZO TV;LA SEXTA;MAÑANA;OFERTA 20s;20;PU;0.97;1046.63
2019/03/21 11:50:00;HISPASALES MARZO TV;LA SEXTA;MAÑANA;OFERTA 10s;10;X;0.99;493.02
2019/04/11 12:50:00;HISPASALES ABRIL TV;LA SEXTA;MAÑANA;OFERTA 10s;10;X;0.94;507.6
2019/05/14 13:13:00;HISPASALES MAYO TV;LA SEXTA;MAÑANA;OFERTA 20s;20;X;1.1;851.04
2019/05/09 13:18:00;HISPASALES MAYO TV;LA SEXTA;MAÑANA;OFERTA 10s;10;X;1.13;457.43
2019/05/14 12:55:00;HISPASALES MAYO TV;LA SEXTA;MAÑANA;OFERTA 10s;10;X;0.9;393.61
2019/05/08 13:12:00;HISPASALES MAYO TV;LA SEXTA;MAÑANA;OFERTA 20s;20;X;1.41;851.04
2019/05/05 12:54:00;HISPASALES MAYO TV;PULSA TV;MAÑANA;OFERTA 20s;20;P6;0.19;0
2019/05/06 12:13:00;HISPASALES MAYO TV;PULSA TV;MAÑANA;OFERTA 10s;10;P4;0.01;1.04
2019/05/06 12:36:00;HISPASALES MAYO TV;PULSA TV;MAÑANA;PROMOCION 10s;10;P3;0.03;0
2019/05/06 13:43:00;HISPASALES MAYO TV;PULSA TV;MAÑANA;OFERTA 10s;10;P5;0.1;4.34
2019/05/07 12:18:00;HISPASALES MAYO TV;PULSA TV;MAÑANA;OFERTA 20s;20;P6;0.07;6.65
2019/05/08 12:19:00;HISPASALES MAYO TV;PULSA TV;MAÑANA;OFERTA 10s;10;PU;0.1;22.89
2019/05/08 13:43:00;HISPASALES MAYO TV;PULSA TV;MAÑANA;PROMOCION 10s;10;X;0.18;23.76
2019/05/09 13:41:00;HISPASALES MAYO TV;PULSA TV;MAÑANA;PROMOCION 10s;10;P6;0.18;33.12
2019/05/13 12:16:00;HISPASALES MAYO TV;PULSA TV;MAÑANA;OFERTA 20s;20;X;0.01;0
2019/05/13 12:44:00;HISPASALES MAYO TV;PULSA TV;MAÑANA;OFERTA 10s;10;AP;0.06;7.28
2019/05/13 13:09:00;HISPASALES MAYO TV;PULSA TV;MAÑANA;OFERTA 20s;20;X;0.15;24.57
2019/05/13 13:43:00;HISPASALES MAYO TV;PULSA TV;MAÑANA;PROMOCION 10s;10;X;0.22;28.44
2019/05/14 13:10:00;HISPASALES MAYO TV;PULSA TV;MAÑANA;OFERTA 10s;10;P4;0.1;12.31
2019/05/16 12:41:00;HISPASALES MAYO TV;PULSA TV;MAÑANA;PROMOCION 10s;10;X;0.12;20.64
2019/03/27 12:16:00;HISPASALES MARZO TV;ANTENA 3;MAÑANA;OFERTA 20s;20;P3;0.8;685.54
2019/03/25 13:07:00;HISPASALES MARZO TV;ANTENA 3;MAÑANA;OFERTA 20s;20;X;0.73;569.4
2019/03/25 13:28:00;HISPASALES MARZO TV;ANTENA 3;MAÑANA;OFERTA 20s;20;X;0.88;683.28
2019/04/08 13:11:00;HISPASALES ABRIL TV;ANTENA 3;MAÑANA;OFERTA 20s;20;X;1;838.32
2019/04/09 11:02:00;HISPASALES ABRIL TV;ANTENA 3;MAÑANA;PROMOCION 10s;10;P6;0.95;480.82
2019/05/06 11:03:00;HISPASALES MAYO TV;ANTENA 3;MAÑANA;OFERTA 10s;10;X;0.57;309.51
2019/05/07 11:19:00;HISPASALES MAYO TV;ANTENA 3;MAÑANA;PROMOCION 10s;10;X;0.63;261.97
2019/05/07 12:16:00;HISPASALES MAYO TV;ANTENA 3;MAÑANA;OFERTA 10s;10;X;0.63;272.92
2019/05/08 10:17:00;HISPASALES MAYO TV;ANTENA 3;MAÑANA;OFERTA 20s;20;X;0.58;404.7
2019/05/08 11:06:00;HISPASALES MAYO TV;ANTENA 3;MAÑANA;OFERTA 10s;10;X;0.61;283.86
2019/05/08 11:21:00;HISPASALES MAYO TV;ANTENA 3;MAÑANA;PROMOCION 10s;10;X;0.61;301.3
2019/05/09 11:04:00;HISPASALES MAYO TV;ANTENA 3;MAÑANA;OFERTA 10s;10;X;0.61;291.73
2019/05/13 10:17:00;HISPASALES MAYO TV;ANTENA 3;MAÑANA;PROMOCION 10s;10;X;0.5;211.01
2019/05/13 11:06:00;HISPASALES MAYO TV;ANTENA 3;MAÑANA;OFERTA 20s;20;AP;0.67;526.68
2019/05/14 11:02:00;HISPASALES MAYO TV;ANTENA 3;MAÑANA;OFERTA 10s;10;X;0.82;360.13
2019/05/16 12:03:00;HISPASALES MAYO TV;ANTENA 3;MAÑANA;OFERTA 10s;10;X;0.79;291.73
2019/05/16 12:15:00;HISPASALES MAYO TV;ANTENA 3;MAÑANA;OFERTA 10s;10;X;0.67;269.15
2019/03/26 13:05:00;HISPASALES MARZO TV;CUATRO;MAÑANA;OFERTA 10s;10;X;1.58;786.84
2019/03/28 13:05:00;HISPASALES MARZO TV;CUATRO;MAÑANA;OFERTA 20s;20;P3;1.17;1165.32
2019/03/25 12:06:00;HISPASALES MARZO TV;CUATRO;MAÑANA;OFERTA 20s;20;P3;0.76;756.96
2019/03/20 13:05:00;HISPASALES MARZO TV;CUATRO;MAÑANA;OFERTA 20s;20;P3;1.27;1264.92
2019/03/21 12:09:00;HISPASALES MARZO TV;CUATRO;MAÑANA;OFERTA 20s;20;X;0.66;547.8
2019/03/19 12:07:00;HISPASALES MARZO TV;CUATRO;MAÑANA;OFERTA 20s;20;X;0.67;556.1
2019/03/21 10:26:00;HISPASALES MARZO TV;CUATRO;MAÑANA;OFERTA 20s;20;X;0.57;473.1
2019/03/25 10:21:00;HISPASALES MARZO TV;CUATRO;MAÑANA;OFERTA 20s;20;P2;0.6;647.4
2019/03/19 10:20:00;HISPASALES MARZO TV;CUATRO;MAÑANA;OFERTA 20s;20;P2;0.66;712.14
2019/03/20 11:39:00;HISPASALES MARZO TV;CUATRO;MAÑANA;OFERTA 20s;20;X;0.72;597.6
2019/03/26 11:32:00;HISPASALES MARZO TV;CUATRO;MAÑANA;OFERTA 20s;20;P2;0.9;971.1
2019/03/27 12:12:00;HISPASALES MARZO TV;CUATRO;MAÑANA;OFERTA 20s;20;PU;0.72;776.88
2019/03/21 13:05:00;HISPASALES MARZO TV;CUATRO;MAÑANA;OFERTA 20s;20;P5;1.36;1128.8
2019/04/04 13:01:00;HISPASALES ABRIL TV;CUATRO;MAÑANA;OFERTA 20s;20;P2;1.59;1860.3
2019/04/03 12:04:00;HISPASALES ABRIL TV;CUATRO;MAÑANA;OFERTA 20s;20;X;0.75;675
2019/04/11 12:06:00;HISPASALES ABRIL TV;CUATRO;MAÑANA;OFERTA 10s;10;P5;0.89;480.6
2019/04/09 12:10:00;HISPASALES ABRIL TV;CUATRO;MAÑANA;PROMOCION 10s;10;X;0.91;491.4
2019/04/10 12:05:00;HISPASALES ABRIL TV;CUATRO;MAÑANA;PROMOCION 10s;10;X;0.85;459
2019/04/02 13:12:00;HISPASALES ABRIL TV;CUATRO;MAÑANA;OFERTA 10s;10;X;1.16;626.4
2019/04/24 12:08:00;HISPASALES ABRIL TV;CUATRO;MAÑANA;OFERTA 20s;20;X;1.38;1242
2019/04/25 12:04:00;HISPASALES ABRIL TV;CUATRO;MAÑANA;PROMOCION 10s;10;X;1.05;567
2019/05/09 13:10:00;HISPASALES MAYO TV;CUATRO;MAÑANA;PROMOCION 10s;10;X;1.31;517.72
2019/03/21 12:40:00;HISPASALES MARZO TV;GOL TV;MAÑANA;OFERTA 20s;20;P6;0.44;365.2
2019/03/26 10:43:00;HISPASALES MARZO TV;GOL TV;MAÑANA;OFERTA 10s;10;X;0.18;89.64
2019/04/01 13:37:00;HISPASALES ABRIL TV;GOL TV;MAÑANA;OFERTA 20s;20;X;0.66;594
2019/04/03 12:40:00;HISPASALES ABRIL TV;GOL TV;MAÑANA;OFERTA 10s;10;X;0.41;221.4
2019/04/08 12:22:00;HISPASALES ABRIL TV;GOL TV;MAÑANA;OFERTA 20s;20;P2;0.46;538.2
2019/04/02 13:19:00;HISPASALES ABRIL TV;GOL TV;MAÑANA;OFERTA 20s;20;X;0.46;414
2019/04/02 13:39:00;HISPASALES ABRIL TV;GOL TV;MAÑANA;OFERTA 20s;20;AP;0.64;576
2019/04/01 13:15:00;HISPASALES ABRIL TV;GOL TV;MAÑANA;OFERTA 20s;20;X;0.64;576
2019/05/13 10:30:00;HISPASALES MAYO TV;GOL TV;MAÑANA;PROMOCION 10s;10;X;0.11;56.74
2019/05/07 13:35:00;HISPASALES MAYO TV;GOL TV;MAÑANA;PROMOCION 10s;10;X;0.63;237.58
2019/05/13 10:46:00;HISPASALES MAYO TV;GOL TV;MAÑANA;OFERTA 20s;20;X;0.2;165.48
2019/05/09 12:23:00;HISPASALES MAYO TV;GOL TV;MAÑANA;OFERTA 10s;10;X;0.58;223.4
2019/05/08 12:42:00;HISPASALES MAYO TV;GOL TV;MAÑANA;OFERTA 10s;10;X;0.53;212.76
2019/05/14 13:33:00;HISPASALES MAYO TV;GOL TV;MAÑANA;OFERTA 10s;10;X;0.53;170.21
2019/03/27 10:05:00;HISPASALES MARZO TV;NEOX;MAÑANA;OFERTA 20s;20;P3;0.03;27.39
2019/03/19 10:36:00;HISPASALES MARZO TV;NEOX;MAÑANA;OFERTA 20s;20;AP;0.05;41.5
2019/03/26 10:05:00;HISPASALES MARZO TV;NEOX;MAÑANA;OFERTA 20s;20;PU;0.07;58.1
2019/03/25 11:07:00;HISPASALES MARZO TV;NEOX;MAÑANA;OFERTA 20s;20;P2;0.05;45.65
2019/03/20 10:32:00;HISPASALES MARZO TV;NEOX;MAÑANA;OFERTA 20s;20;X;0.03;24.9
2019/03/21 10:05:00;HISPASALES MARZO TV;NEOX;MAÑANA;OFERTA 20s;20;AP;0.14;116.2
2019/03/27 10:35:00;HISPASALES MARZO TV;NEOX;MAÑANA;OFERTA 20s;20;AP;0.04;33.2
2019/03/26 10:28:00;HISPASALES MARZO TV;NEOX;MAÑANA;OFERTA 20s;20;P3;0.1;91.3
2019/03/19 11:27:00;HISPASALES MARZO TV;NEOX;MAÑANA;OFERTA 20s;20;PU;0.09;74.7
2019/03/25 10:39:00;HISPASALES MARZO TV;NEOX;MAÑANA;OFERTA 10s;10;P5;0.04;19.92
2019/03/20 12:10:00;HISPASALES MARZO TV;NEOX;MAÑANA;OFERTA 20s;20;P3;0.13;118.69
2019/03/26 13:24:00;HISPASALES MARZO TV;NEOX;MAÑANA;OFERTA 20s;20;X;0.28;232.4
2019/03/25 13:50:00;HISPASALES MARZO TV;NEOX;MAÑANA;OFERTA 20s;20;PU;0.17;183.43
2019/03/27 13:51:00;HISPASALES MARZO TV;NEOX;MAÑANA;OFERTA 20s;20;X;0.41;340.3
2019/04/02 13:13:00;HISPASALES ABRIL TV;NEOX;MAÑANA;PROMOCION 10s;10;X;0.18;97.2
2019/04/09 13:42:00;HISPASALES ABRIL TV;NEOX;MAÑANA;OFERTA 20s;20;X;0.21;189
2019/04/03 13:46:00;HISPASALES ABRIL TV;NEOX;MAÑANA;OFERTA 10s;10;X;0.22;118.8
2019/04/04 13:41:00;HISPASALES ABRIL TV;NEOX;MAÑANA;PROMOCION 10s;10;X;0.28;151.2
2019/04/10 13:42:00;HISPASALES ABRIL TV;NEOX;MAÑANA;OFERTA 10s;10;AP;0.3;162
2019/04/23 13:55:00;HISPASALES ABRIL TV;NEOX;MAÑANA;PROMOCION 10s;10;PU;0.28;151.2
2019/04/24 13:41:00;HISPASALES ABRIL TV;NEOX;MAÑANA;PROMOCION 10s;10;P6;0.23;124.2
2019/05/14 11:12:00;HISPASALES MAYO TV;NEOX;MAÑANA;OFERTA 20s;20;X;0.11;53.19
2019/05/14 13:20:00;HISPASALES MAYO TV;NEOX;MAÑANA;OFERTA 10s;10;X;0.12;46.1
2019/03/27 12:44:00;HISPASALES MARZO TV;MEDIAMAX;MAÑANA;OFERTA 20s;20;X;0.29;227.76
2019/03/19 13:15:00;HISPASALES MARZO TV;MEDIAMAX;MAÑANA;OFERTA 20s;20;PU;0.39;320.23
2019/03/20 13:09:00;HISPASALES MARZO TV;MEDIAMAX;MAÑANA;OFERTA 20s;20;PU;0.35;283.37
2019/03/21 13:31:00;HISPASALES MARZO TV;MEDIAMAX;MAÑANA;OFERTA 20s;20;P1;0.23;211.54
2019/05/06 12:10:00;HISPASALES MAYO TV;MEDIAMAX;MAÑANA;OFERTA 20s;20;P5;0.22;151.05
2019/05/06 12:40:00;HISPASALES MAYO TV;MEDIAMAX;MAÑANA;OFERTA 20s;20;P6;0.29;169.86
2019/05/06 13:32:00;HISPASALES MAYO TV;MEDIAMAX;MAÑANA;OFERTA 20s;20;AP;0.36;216.03
2019/05/07 12:15:00;HISPASALES MAYO TV;MEDIAMAX;MAÑANA;OFERTA 10s;10;AP;0.2;80.03
2019/05/07 12:41:00;HISPASALES MAYO TV;MEDIAMAX;MAÑANA;PROMOCION 10s;10;X;0.21;85.84
2019/05/07 13:07:00;HISPASALES MAYO TV;MEDIAMAX;MAÑANA;OFERTA 10s;10;X;0.19;81.74
2019/05/07 13:41:00;HISPASALES MAYO TV;MEDIAMAX;MAÑANA;PROMOCION 10s;10;AP;0.23;107.05
2019/05/09 11:42:00;HISPASALES MAYO TV;MEDIAMAX;MAÑANA;OFERTA 10s;10;AP;0.11;60.88
2019/05/09 12:10:00;HISPASALES MAYO TV;MEDIAMAX;MAÑANA;PROMOCION 10s;10;P6;0.27;110.47
2019/05/09 11:10:00;HISPASALES MAYO TV;MEDIAMAX;MAÑANA;OFERTA 20s;20;P6;0.12;121.41
2019/05/09 12:41:00;HISPASALES MAYO TV;MEDIAMAX;MAÑANA;OFERTA 10s;10;X;0.26;111.83
2019/05/09 13:03:00;HISPASALES MAYO TV;MEDIAMAX;MAÑANA;PROMOCION 10s;10;X;0.33;115.6
2019/05/09 13:32:00;HISPASALES MAYO TV;MEDIAMAX;MAÑANA;OFERTA 10s;10;X;0.3;87.21
2019/05/13 13:35:00;HISPASALES MAYO TV;MEDIAMAX;MAÑANA;OFERTA 20s;20;X;0.28;181.83
2019/05/14 11:43:00;HISPASALES MAYO TV;MEDIAMAX;MAÑANA;OFERTA 10s;10;X;0.13;52.67
2019/05/14 13:34:00;HISPASALES MAYO TV;MEDIAMAX;MAÑANA;PROMOCION 10s;10;X;0.26;144.32
2019/05/16 11:37:00;HISPASALES MAYO TV;MEDIAMAX;MAÑANA;PROMOCION 10s;10;X;0.18;72.16
2019/03/19 09:40:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P5;0.02;9.68
2019/03/19 13:18:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P2;0.01;9.03
2019/03/19 09:16:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;X;0;0
2019/03/19 10:23:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;X;0;0
2019/03/19 13:38:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;PU;0.03;18.71
2019/03/19 11:30:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;UL;0.06;39.35
2019/03/19 12:13:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P1;0.19;118.68
2019/03/19 09:23:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P1;0.06;38.06
2019/03/19 09:55:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P2;0;0
2019/03/19 12:44:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P4;0.02;14.19
2019/03/19 12:25:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P3;0;0
2019/03/19 13:08:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;X;0.01;3.87
2019/03/19 11:02:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;X;0;0
2019/03/20 12:35:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 10s;10;P1;0.04;15.09
2019/03/20 11:08:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P6;0.06;38.06
2019/03/20 11:15:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P1;0;0
2019/03/20 12:46:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;X;0;2.58
2019/03/20 13:32:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;PROMOCION 10s;10;X;0.02;7.55
2019/03/20 12:47:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;X;0.02;12.26
2019/03/20 13:16:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;X;0;2.58
2019/03/20 12:47:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;AP;0.16;96.11
2019/03/20 10:54:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P2;0;0
2019/03/20 12:55:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P3;0;0
2019/03/20 10:47:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;PROMOCION 10s;10;X;0;0
2019/03/20 11:33:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 10s;10;P6;0;0
2019/03/20 12:49:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;PROMOCION 10s;10;P4;0;0
2019/03/20 12:18:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P4;0;0
2019/03/20 11:22:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P4;0.01;3.87
2019/03/21 13:19:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;UL;0.02;9.68
2019/03/21 12:29:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;X;0;0
2019/03/21 13:23:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;X;0;5.81
2019/03/21 12:34:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P6;0.02;14.84
2019/03/21 12:48:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;X;0.02;14.84
2019/03/21 11:27:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;X;0.08;46.44
2019/03/21 11:44:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;X;0.01;5.16
2019/03/21 10:34:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P2;0;0
2019/03/21 11:12:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P3;0;0
2019/03/21 13:13:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P5;0.01;7.74
2019/03/25 11:07:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;X;0;0
2019/03/25 11:02:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;X;0.01;3.23
2019/03/25 12:12:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;PROMOCION 10s;10;X;0.03;13.84
2019/03/25 10:14:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 10s;10;P3;0.1;41.51
2019/03/25 11:43:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;PROMOCION 10s;10;X;0.09;35.64
2019/03/25 09:55:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;PROMOCION 10s;10;P1;0.02;6.29
2019/03/25 10:55:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 10s;10;P2;0.03;13.42
2019/03/25 10:11:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P2;0.01;4.52
2019/03/25 11:09:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 10s;10;P2;0;0
2019/03/25 13:21:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P2;0;0
2019/03/25 09:27:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 10s;10;X;0;0
2019/03/25 09:57:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;PROMOCION 10s;10;X;0;0
2019/03/25 10:57:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;PROMOCION 10s;10;X;0.01;4.19
2019/03/25 11:38:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 10s;10;X;0.03;10.48
2019/03/25 12:52:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 10s;10;X;0.01;2.52
2019/03/25 13:32:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;PROMOCION 10s;10;X;0.02;7.55
2019/03/25 13:54:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 10s;10;X;0;2.94
2019/03/25 11:26:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P1;0;0
2019/03/25 12:57:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P2;0.01;5.16
2019/03/25 09:25:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;X;0;0
2019/03/25 12:36:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P5;0.05;34.83
2019/03/25 13:52:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 10s;10;X;0.11;44.02
2019/03/25 13:32:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;PU;0;0
2019/03/25 13:11:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;X;0.02;14.19
2019/03/25 09:02:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P2;0;0
2019/03/25 11:47:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 10s;10;X;0.01;5.45
2019/03/25 12:42:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;PROMOCION 10s;10;X;0.01;5.45
2019/03/25 13:38:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;PU;0.03;16.13
2019/03/26 11:49:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;X;0;0
2019/03/26 10:20:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P5;0.01;5.16
2019/03/26 11:24:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P4;0.04;22.58
2019/03/27 09:45:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P6;0;0
2019/03/27 13:44:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P2;0;0
2019/03/27 13:29:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P3;0;0
2019/03/27 12:55:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P4;0.02;12.26
2019/03/27 11:22:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P6;0.01;9.03
2019/03/28 11:44:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P1;0.02;17.61
2019/03/28 11:30:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P6;0;0
2019/03/28 13:27:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;X;0;0
2019/03/28 13:25:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P4;0;0
2019/03/28 10:13:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P4;0;0
2019/03/28 12:13:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;X;0.02;13.55
2019/03/28 13:18:00;HISPASALES MARZO TV;DIVINITY;MAÑANA;OFERTA 20s;20;P4;0.1;70.95
2019/04/01 13:45:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;OFERTA 20s;20;X;0.06;37.53
2019/04/01 10:14:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;OFERTA 20s;20;P1;0.04;25.72
2019/04/02 09:07:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;OFERTA 20s;20;P1;0;0
2019/04/02 09:27:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;OFERTA 20s;20;X;0.04;29.19
2019/04/02 12:09:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;PROMOCION 10s;10;X;0.01;4.52
2019/04/02 13:52:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;OFERTA 10s;10;X;0.03;10.84
2019/04/02 13:44:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;PROMOCION 10s;10;X;0.04;15.81
2019/04/02 11:25:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;OFERTA 20s;20;P4;0.1;72.28
2019/04/02 11:22:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;PROMOCION 10s;10;P1;0.02;6.33
2019/04/02 12:58:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;OFERTA 10s;10;P4;0.01;5.42
2019/04/02 13:48:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;PROMOCION 10s;10;X;0.02;7.68
2019/04/03 12:45:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;OFERTA 20s;20;P3;0;0
2019/04/03 11:36:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;OFERTA 10s;10;UL;0;0
2019/04/03 13:07:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;PROMOCION 10s;10;P2;0;0
2019/04/03 11:05:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;OFERTA 20s;20;X;0;0
2019/04/03 11:34:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;OFERTA 10s;10;X;0;0
2019/04/03 13:58:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;PROMOCION 10s;10;X;0.02;9.49
2019/04/03 09:36:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;OFERTA 20s;20;P6;0.07;65.96
2019/04/03 10:36:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;PROMOCION 10s;10;X;0.06;29.82
2019/04/03 10:55:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;OFERTA 10s;10;X;0.07;33.88
2019/04/03 12:29:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;OFERTA 20s;20;X;0.07;48.65
2019/04/03 11:08:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;OFERTA 20s;20;AP;0.01;7.65
2019/04/04 13:14:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;OFERTA 20s;20;P5;0.01;15.99
2019/04/04 09:43:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;OFERTA 20s;20;X;0.15;104.95
2019/04/04 09:37:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;OFERTA 20s;20;P1;0.03;18.77
2019/04/04 09:55:00;HISPASALES ABRIL TV;DIVINITY;MAÑANA;OFERTA 20s;20;P1;0.01;7.65
