date, pm25, pm10, o3, no2, so2, co
2023/12/21, 44, 31, 16, 16, 1, 
2023/12/22, 37, 13, 25, 14, 1, 
2023/12/23, 35, 19, 21, 11, 1, 
2023/12/24, 57, 18, 20, 11, 1, 
2023/12/25, 57, 33, 12, 17, 2, 
2023/12/26, 65, 40, 15, 20, 2, 
2023/12/27, 78, 43, 16, 18, 2, 
2023/12/28, 91, 60, 6, 22, 2, 
2023/12/29, 135, 41, 17, 17, 1, 
2023/12/30, 105, 31, 27, 4, 1, 
2023/12/31, 58, 10, 22, 8, , 
2023/7/3, 50, 14, 27, 3, 3, 
2023/7/4, 48, 13, 28, 1, 3, 
2023/7/5, 43, 15, 29, 2, 3, 
2023/7/6, 48, 13, 32, 3, 1, 
2023/7/7, 42, 18, 41, 3, 1, 
2023/7/8, 54, 24, 46, 1, 1, 
2023/7/9, 64, 29, 44, 2, 2, 
2023/7/10, 68, 40, 38, 4, 2, 
2023/7/11, 83, 37, 28, 1, 2, 
2023/7/12, 84, 27, 39, 1, 2, 
2023/7/13, 66, 22, 28, 2, 1, 
2023/7/14, 55, 25, 30, 2, 2, 
2023/7/15, 64, 25, 28, 1, 1, 
2023/7/16, 64, 22, 24, 1, 1, 
2023/7/17, 60, 28, 30, 4, 2, 
2023/7/18, 70, 32, 29, 4, 2, 
2023/7/19, 72, 28, 31, 3, 1, 
2023/7/20, 71, 27, 30, 4, 2, 
2023/7/21, 66, 22, 32, 1, 2, 
2023/7/22, 60, 25, 25, 1, 2, 
2023/7/23, 63, 30, 35, 5, 2, 
2023/7/24, 63, 18, 29, 3, 2, 
2023/7/25, 42, 15, 26, 2, 2, 
2023/7/26, 35, 19, 27, 2, 1, 
2023/7/27, 44, 19, 31, 1, 2, 
2023/7/28, 52, 15, 29, 1, 2, 
2023/7/29, 44, 18, 30, 1, 2, 
2023/7/30, 50, 21, 27, 2, 2, 
2023/7/31, 55, 21, 27, 3, 2, 
2023/8/1, 55, 27, 42, 7, 2, 
2023/8/2, 56, 22, 26, 2, 2, 
2023/8/3, 50, 14, 22, 3, 2, 
2023/8/4, 21, 14, 31, 3, 2, 
2023/8/5, 22, 11, 26, 2, 2, 
2023/8/6, 23, 16, 27, 2, 2, 
2023/8/7, 37, 16, 25, 1, 2, 
2023/8/8, 42, 15, 28, 4, 2, 
2023/8/9, 40, 29, 37, 3, 2, 
2023/8/10, 53, 17, 30, 4, 2, 
2023/8/11, 48, 19, 34, 2, 2, 
2023/8/12, 57, 15, 31, 1, 2, 
2023/8/13, 49, 12, 29, 1, 2, 
2023/8/14, 38, 14, 33, 1, 2, 
2023/8/15, 44, 17, 32, 2, 2, 
2023/8/16, 50, 22, 31, 1, 2, 
2023/8/17, 59, 28, 28, 5, 3, 
2023/8/18, 68, 22, 31, 3, 2, 
2023/8/19, 64, 16, 29, 1, 2, 
2023/8/20, 54, 23, 22, 6, 2, 
2023/8/21, 56, 27, 28, 8, 2, 
2023/8/22, 55, 30, 29, 8, 2, 
2023/8/23, 56, 29, 30, 7, 2, 
2023/8/24, 57, 29, 38, 7, 2, 
2023/8/25, 62, 24, 30, 2, 2, 
2023/8/26, 67, 12, 21, 1, 2, 
2023/8/27, 35, 5, 20, 5, 2, 
2023/8/28, 11, 7, 24, 4, 2, 
2023/8/29, 14, 10, 24, 3, 2, 
2023/8/30, 21, 11, 28, 2, 2, 
2023/8/31, 25, 13, 28, 3, 2, 
2023/9/1, 32, 11, 28, 2, 2, 
2023/9/2, 30, 31, 29, 1, 2, 
2023/9/3, 64, 27, 28, 1, 2, 
2023/9/4, 63, 35, 28, 2, 2, 
2023/9/5, 78, 15, 29, 2, 2, 
2023/9/6, 47, 17, 31, 3, 2, 
2023/9/7, 52, 17, 29, 7, 2, 
2023/9/8, 52, 15, 27, 3, 2, 
2023/9/9, 49, 14, 32, 2, 2, 
2023/9/10, 50, 17, 30, 3, 2, 
2023/9/11, 55, 34, 29, 4, 2, 
2023/9/12, 77, 81, 28, 3, 2, 
2023/9/13, 124, 13, 28, 3, 2, 
2023/9/14, 38, 19, 25, 5, 2, 
2023/9/15, 54, 18, 29, 2, 2, 
2023/9/16, 47, 30, 26, 2, 2, 
2023/9/17, 67, 13, 20, 7, 1, 
2023/9/18, 28, 17, 32, 6, , 
2023/9/19, 37, 10, 22, 7, 1, 
2023/9/20, 24, 15, 23, 7, 1, 
2023/9/21, 31, 11, 21, 5, 1, 
2023/9/22, 21, 7, 26, 2, , 
2023/9/23, 19, 8, 30, 2, , 
2023/9/24, 23, 12, 26, 5, 1, 
2023/9/25, 31, 11, 29, 4, 1, 
2023/9/26, 31, 16, 29, 4, 1, 
2023/9/27, 43, 17, 23, 8, 1, 
2023/9/28, 43, 18, 28, 7, 1, 
2023/9/29, 44, 20, 26, 10, 1, 
2023/9/30, 50, 17, 29, 6, , 
2023/4/1, 41, 35, 36, , 1, 
2023/4/2, 23, 29, 37, 7, 1, 
2023/4/3, 28, 21, 37, 6, 5, 
2023/4/4, 31, 29, 37, 4, 4, 
2023/4/5, 43, 19, 40, 6, 1, 
2023/4/6, 44, 14, 42, 1, 1, 
2023/4/7, 36, 20, 45, 9, 1, 
2023/4/8, 51, 16, 44, 2, 1, 
2023/4/9, 52, 26, 42, 4, 1, 
2023/4/10, 75, 33, 40, 5, 1, 
2023/4/11, 83, 41, 34, 5, 1, 
2023/4/12, 53, 19, 37, 4, 1, 
2023/4/13, 28, 20, 30, 7, 1, 
2023/4/14, 27, 18, 36, 3, 1, 
2023/4/15, 25, 30, 37, , 1, 
2023/4/16, 28, 10, 41, 3, 1, 
2023/4/17, 26, 21, 41, 4, 1, 
2023/4/18, 47, 24, 39, 5, 1, 
2023/4/19, 43, 34, 42, 12, 2, 
2023/4/20, 54, 33, 47, 6, 1, 
2023/4/21, 65, 30, 50, 3, 1, 
2023/4/22, 75, 20, 40, 4, 2, 
2023/4/23, 57, 24, 35, 6, 2, 
2023/4/24, 54, 26, 43, 8, 2, 
2023/4/25, 47, 33, 39, 3, 2, 
2023/4/26, 72, 34, 35, 6, 2, 
2023/4/27, 73, 29, 34, 5, 2, 
2023/4/28, 63, 21, 36, 6, 2, 
2023/4/29, 52, 13, 36, 2, 3, 
2023/4/30, 40, 14, 35, 1, 2, 
2023/5/1, 48, 26, 34, 6, 3, 
2023/5/2, 43, 29, 37, 5, 2, 
2023/5/3, 44, 31, 39, 4, 2, 
2023/5/4, 47, 32, 42, 3, 1, 
2023/5/5, 68, 19, 38, 2, 1, 
2023/5/6, 53, 15, 37, 3, 1, 
2023/5/7, 46, 23, 35, 4, 1, 
2023/5/8, 53, 35, 39, 8, 1, 
2023/5/9, 59, 29, 37, 3, 1, 
2023/5/10, 45, 25, 39, 3, 1, 
2023/5/11, 37, 19, 33, 2, 1, 
2023/5/12, 27, 6, 34, 1, 1, 
2023/5/13, 16, 4, 37, 1, 1, 
2023/5/14, 13, 16, 33, 7, 1, 
2023/5/15, 44, 27, 37, 3, 1, 
2023/5/16, 26, 25, 38, 3, 1, 
2023/5/17, 40, 16, 37, 2, , 
2023/5/18, 42, 17, 37, 5, , 
2023/5/19, 45, 16, 43, 4, , 
2023/5/20, 49, 13, 50, 1, , 
2023/5/21, 46, 18, 41, 2, , 
2023/5/22, 50, 17, 42, 5, 1, 
2023/5/23, 54, 20, 35, 6, 1, 
2023/5/24, 63, 25, 41, 6, 1, 
2023/5/25, 68, 16, 33, 3, 1, 
2023/5/26, 54, 27, 31, 3, 1, 
2023/5/27, 76, 19, 38, 2, 1, 
2023/5/28, 61, 18, 37, 4, 2, 
2023/5/29, 55, 17, 38, 4, 1, 
2023/5/30, 52, 23, 37, 6, 1, 
2023/5/31, 52, 23, 46, 2, 1, 
2023/6/1, 66, 24, 41, 3, 1, 
2023/6/2, 70, 17, 40, 2, 1, 
2023/6/3, 59, 13, 38, 1, 1, 
2023/6/4, 47, 14, 37, 3, 2, 
2023/6/5, 43, 14, 35, 3, 2, 
2023/6/6, 40, 17, 29, 5, 2, 
2023/6/7, 44, 19, 31, 5, 2, 
2023/6/8, 53, 21, 27, 4, 2, 
2023/6/9, 38, 9, 32, 3, 2, 
2023/6/10, 28, 17, 33, 2, 2, 
2023/6/11, 55, 17, 31, 4, 2, 
2023/6/12, 53, 16, 37, 4, 2, 
2023/6/13, 46, 12, 35, 6, 2, 
2023/6/14, 28, 21, 43, 8, 2, 
2023/6/15, 48, 25, 45, 5, 2, 
2023/6/16, 59, 23, 49, 5, 2, 
2023/6/17, 56, 21, 52, 2, 2, 
2023/6/18, 59, 29, 53, 6, 2, 
2023/6/19, 65, 37, 45, 7, 2, 
2023/6/20, 75, 35, 37, 3, 2, 
2023/6/21, 75, 11, 45, 6, 2, 
2023/6/22, 26, 12, 36, 5, 2, 
2023/6/23, 32, 12, 37, 2, 2, 
2023/6/24, 35, 16, 41, 3, 2, 
2023/6/25, 46, 15, 42, 3, 2, 
2023/6/26, 44, 19, 37, 5, 2, 
2023/6/27, 51, 19, 42, 2, 2, 
2023/6/28, 57, 18, 21, 2, 2, 
2023/6/29, 59, , , , , 
2023/1/2, 43, 17, 12, 16, 1, 
2023/1/3, 47, 13, 13, 16, 1, 
2023/1/4, 33, 11, 14, 15, 1, 
2023/1/5, 29, 9, 15, 14, 1, 
2023/1/6, 28, 9, 23, 9, 1, 
2023/1/7, 23, 9, 28, 1, 1, 
2023/1/8, 8, 11, 23, 15, 1, 
2023/1/9, 13, 13, 16, 17, 1, 
2023/1/10, 15, 14, 9, 19, 1, 
2023/1/11, 22, 19, 16, 17, , 
2023/1/12, 19, 19, 13, 18, 1, 
2023/1/13, 25, 6, 19, 13, 1, 
2023/1/14, 11, 16, 22, 3, 1, 
2023/1/15, 18, 31, 27, 6, 1, 
2023/1/16, 27, 32, 31, 3, 1, 
2023/1/17, 26, 10, 28, 9, 1, 
2023/1/18, 10, 13, 28, 6, 1, 
2023/1/19, 14, 15, 25, 16, 1, 
2023/1/20, 21, 7, 31, 9, 1, 
2023/1/21, 12, 2, 31, 1, , 
2023/1/22, 5, 10, 23, 19, 1, 
2023/1/23, 14, 7, 24, 10, , 
2023/1/24, 12, 290, 23, 13, , 
2023/1/25, 283, 19, 21, 18, 2, 
2023/1/26, 20, 23, 21, 16, 2, 
2023/1/27, 24, 5, 28, 9, 1, 
2023/1/28, 13, 141, 24, 4, 1, 
2023/1/29, 211, 20, 23, 6, 1, 
2023/1/30, 68, , , , , 
2023/2/6, 64, 17, 27, 9, , 
2023/2/7, 47, 8, 26, 5, , 
2023/2/8, 29, 13, 37, 1, , 
2023/2/9, 46, 28, 27, 10, 1, 
2023/2/10, 64, , , , 1, 
2023/2/11, 53, , , , , 
2023/2/15, 93, 37, 26, 16, 1, 
2023/2/16, 91, 32, 28, 9, 1, 
2023/2/17, 79, 34, 22, 18, 1, 
2023/2/18, 86, 27, 20, 17, 1, 
2023/2/19, 81, 44, 18, 18, 1, 
2023/2/20, 105, 39, 7, 11, , 
2023/2/21, 96, 61, 24, 15, 2, 
2023/2/22, 148, 51, 4, 7, , 
2023/2/23, 139, , , , , 
2023/2/27, 20, 22, 31, 9, 2, 
2023/2/28, 34, 22, 30, 6, 2, 
2023/3/1, 45, 28, 31, 11, 2, 
2023/3/2, 63, 52, 35, 12, 2, 
2023/3/3, 73, 28, 35, 6, 1, 
2023/3/4, 78, 35, 18, 4, 1, 
2023/3/5, 96, , , , , 
2023/3/7, 13, 8, 15, 5, 1, 
2023/3/8, 15, 25, 24, 5, 1, 
2023/3/9, 36, 39, 25, 6, 1, 
2023/3/10, 38, 15, 25, 2, 1, 
2023/3/11, 30, 7, 19, 2, 1, 
2023/3/12, 16, 43, 26, 10, 1, 
2023/3/13, 50, 24, 20, 15, 1, 
2023/3/14, 45, 33, 34, 10, 1, 
2023/3/15, 50, 25, 38, 8, , 
2023/3/16, 66, 20, 38, 4, 1, 
2023/3/17, 58, 22, 40, 6, 1, 
2023/3/18, 48, 17, 32, 6, 1, 
2023/3/19, 48, 27, 15, 11, 1, 
2023/3/20, 58, 35, 35, 8, 1, 
2023/3/21, 70, 36, 37, 8, 1, 
2023/3/22, 89, 45, 36, 11, 1, 
2023/3/23, 94, 61, 27, 13, 1, 
2023/3/24, 76, 19, 42, 4, 1, 
2023/3/25, 51, , , , , 
2023/3/27, 30, 28, 36, 7, 1, 
2023/3/28, 42, 14, 35, 5, 1, 
2023/3/29, 36, 47, 32, 10, 1, 
2023/3/30, 54, 51, 35, 3, 1, 
2023/3/31, 45, 20, 36, 1, 1, 
2022/10/1, 11, 3, 32, 6, 1, 
2022/10/2, 8, 8, 24, 11, 1, 
2022/10/3, 12, 11, 27, 9, 6, 
2022/10/4, 26, 8, 28, 5, 1, 
2022/10/5, 14, 9, 28, 4, 1, 
2022/10/6, 19, 8, 29, 7, 1, 
2022/10/7, 24, 10, 29, 4, 1, 
2022/10/8, 29, 9, 30, 4, 1, 
2022/10/9, 29, 12, 24, 8, 1, 
2022/10/10, 36, 11, 23, 6, 1, 
2022/10/11, 34, 13, 32, 2, 1, 
2022/10/12, 39, 18, 24, 9, 1, 
2022/10/13, 41, 21, 24, 14, 1, 
2022/10/14, 41, 16, 31, 10, , 
2022/10/15, 46, 18, 29, 5, 1, 
2022/10/16, 52, 19, 25, 7, , 
2022/10/17, 51, 23, 18, 6, , 
2022/10/18, 60, 32, 22, 6, 1, 
2022/10/19, 70, 33, 16, 10, 1, 
2022/10/20, 73, 24, 17, 8, 1, 
2022/10/21, 44, 10, 16, 7, 1, 
2022/10/22, 36, 21, 16, 4, 1, 
2022/10/23, 55, 20, 9, 15, 1, 
2022/10/24, 36, 22, 13, 11, 1, 
2022/10/25, 44, 33, 9, 14, 1, 
2022/10/26, 67, 28, 19, 9, 1, 
2022/10/27, 61, 39, 22, 10, 1, 
2022/10/28, 75, 26, 24, 5, 1, 
2022/10/29, 66, 22, 23, 4, 1, 
2022/10/30, 61, 27, 16, 11, 1, 
2022/10/31, 67, 24, 17, 5, 1, 
2022/11/1, 56, 23, 16, 5, 2, 
2022/11/2, 53, 30, 13, 11, 2, 
2022/11/3, 42, 32, 13, 7, 1, 
2022/11/4, 23, 8, 13, 10, , 
2022/11/5, 13, 11, 13, 12, , 
2022/11/6, 18, 21, 14, 12, , 
2022/11/7, 28, 34, 8, 15, 1, 
2022/11/8, 43, 26, 9, 13, , 
2022/11/9, 24, 17, 22, 10, 1, 
2022/11/10, 17, 4, 16, 6, 1, 
2022/11/11, 11, , , , , 
2022/11/14, 34, 8, 19, 9, 5, 
2022/11/15, 13, 6, 21, 6, 5, 
2022/11/16, 8, 8, 17, 4, 5, 
2022/11/17, 8, 7, 17, 8, 4, 
2022/11/18, 10, 3, 22, 7, , 
2022/11/19, 9, 2, 20, 5, , 
2022/11/20, 9, 6, 25, 5, , 
2022/11/21, 8, 8, 20, 8, 1, 
2022/11/22, 11, 7, 16, 4, 1, 
2022/11/23, 8, 9, 14, 11, 2, 
2022/11/24, 12, 11, 19, 8, 1, 
2022/11/25, 12, 7, 15, 13, 1, 
2022/11/26, 18, 7, 16, 11, 1, 
2022/11/27, 19, 8, 17, 9, 1, 
2022/11/28, 12, 10, 15, 10, 1, 
2022/11/29, 10, 12, 9, 19, 1, 
2022/11/30, 17, 5, 15, 7, 2, 
2022/12/1, 9, 5, 15, 6, 1, 
2022/12/2, 11, 6, 13, 10, 1, 
2022/12/3, 15, 6, 10, 11, 1, 
2022/12/4, 18, 6, 8, 10, , 
2022/12/5, 18, 19, 10, 12, 1, 
2022/12/6, 53, 26, 7, 14, 1, 
2022/12/7, 65, 26, 3, 10, 1, 
2022/12/8, 71, 11, 15, 16, 1, 
2022/12/9, 26, 2, 13, 5, 1, 
2022/12/10, 7, , , , , 
2022/12/12, 49, 7, 10, 11, 1, 
2022/12/13, 18, 11, 18, 16, 1, 
2022/12/14, 25, 8, 18, 12, 1, 
2022/12/15, 15, 11, 17, 14, 1, 
2022/12/16, 18, 11, 13, 12, 1, 
2022/12/17, 30, 12, 15, 8, 1, 
2022/12/18, 38, 16, 17, 15, 1, 
2022/12/19, 42, 24, 22, 16, 2, 
2022/12/20, 45, 15, 21, 7, 1, 
2022/12/21, 15, 16, 16, 12, , 
2022/12/22, 16, 7, 14, 14, 1, 
2022/12/23, 13, 7, 10, 10, 1, 
2022/12/24, 17, , , , , 
2022/12/26, 40, 15, 13, 17, 1, 
2022/12/27, 32, 21, 12, 19, 1, 
2022/12/28, 49, 13, 21, 13, 1, 
2022/12/29, 21, 12, 22, 8, , 
2022/12/30, 18, 11, 18, 14, , 
2022/12/31, 26, 13, 18, 12, , 
2023/1/1, 36, 18, 11, 16, 1, 
2022/7/1, 38, 9, 36, 3, 1, 
2022/7/2, 32, 9, 34, 5, 1, 
2022/7/3, 34, 13, 31, 8, 2, 
2022/7/4, 42, 22, 27, 3, 1, 
2022/7/5, 65, 19, 33, 4, 1, 
2022/7/6, 60, 10, 33, 6, 1, 
2022/7/7, 31, 14, 40, 10, 2, 
2022/7/8, 44, 11, 39, 4, 1, 
2022/7/9, 36, 8, 40, 3, 1, 
2022/7/10, 30, 14, 36, 8, 2, 
2022/7/11, 35, 10, 34, 9, 2, 
2022/7/12, 27, 17, 33, 13, 2, 
2022/7/13, 42, 12, 35, 8, 2, 
2022/7/14, 38, 15, 28, 12, 2, 
2022/7/15, 41, 14, 39, 11, 2, 
2022/7/16, 42, 14, 39, 6, 1, 
2022/7/17, 50, 19, 36, 13, 2, 
2022/7/18, 57, 17, 36, 6, 1, 
2022/7/19, 57, 15, 27, 2, 1, 
2022/7/20, 56, 20, 24, 5, 1, 
2022/7/21, 65, 20, 26, 9, 2, 
2022/7/22, 62, 20, 22, 2, 1, 
2022/7/23, 67, 21, 26, 2, 1, 
2022/7/24, 72, 24, 19, 7, 2, 
2022/7/25, 75, 21, 22, 4, 1, 
2022/7/26, 68, 22, 17, 3, 1, 
2022/7/27, 70, 22, 20, 3, 1, 
2022/7/28, 71, 20, 23, 3, 1, 
2022/7/29, 66, 19, 21, 1, 1, 
2022/7/30, 66, 32, 24, 1, 1, 
2022/7/31, 97, 23, 32, 4, 1, 
2022/8/1, 71, 17, 36, 7, 2, 
2022/8/2, 52, 14, 36, 4, 1, 
2022/8/3, 46, 12, 35, 3, 1, 
2022/8/4, 38, 11, 31, 4, 1, 
2022/8/5, 35, 12, 31, 2, 1, 
2022/8/6, 47, 16, 32, 2, 1, 
2022/8/7, 55, 18, 34, 3, 1, 
2022/8/8, 60, 17, 33, 3, 1, 
2022/8/9, 58, 16, 35, 4, 1, 
2022/8/10, 55, 12, 32, 6, 1, 
2022/8/11, 43, 17, 33, 8, 2, 
2022/8/12, 51, 41, 29, 4, 1, 
2022/8/13, 52, 18, 28, 5, 1, 
2022/8/14, 42, 20, 35, 5, 2, 
2022/8/15, 60, 25, 37, 3, 1, 
2022/8/16, 72, 24, 35, 6, 1, 
2022/8/17, 67, 19, 35, 6, 1, 
2022/8/18, 52, 10, 16, 9, 2, 
2022/8/19, 41, , , , , 
2022/8/22, 23, 11, 23, 3, 1, 
2022/8/23, 40, 12, 24, 1, 1, 
2022/8/24, 42, 15, 23, 3, 1, 
2022/8/25, 52, 10, 26, 4, 1, 
2022/8/26, 37, 7, 31, 4, 1, 
2022/8/27, 33, 12, 32, 2, 1, 
2022/8/28, 46, 15, 31, 5, 1, 
2022/8/29, 53, 24, 27, 3, 1, 
2022/8/30, 72, 20, 26, 7, 1, 
2022/8/31, 50, 20, 26, 5, 1, 
2022/9/1, 61, 20, 28, 8, 2, 
2022/9/2, 51, 16, 31, 7, 1, 
2022/9/3, 51, 14, 30, 2, 1, 
2022/9/4, 50, 16, 27, 5, 1, 
2022/9/5, 55, 18, 27, 9, 2, 
2022/9/6, 47, 17, 30, 14, 3, 
2022/9/7, 37, 14, 29, 12, 2, 
2022/9/8, 28, 9, 32, 9, 1, 
2022/9/9, 20, 6, 29, 2, , 
2022/9/12, 30, 8, 8, 8, , 
2022/9/13, 29, 6, 15, 8, 1, 
2022/9/14, 26, 8, 29, 9, 1, 
2022/9/15, 16, 5, 31, 8, 1, 
2022/9/16, 13, 5, 33, 3, 1, 
2022/9/17, 21, 6, 32, 3, 1, 
2022/9/18, 29, , , , , 
2022/9/20, 22, 7, 26, 7, 1, 
2022/9/21, 26, 7, 28, 7, 1, 
2022/9/22, 25, 9, 26, 7, 1, 
2022/9/23, 36, 8, 28, 5, 1, 
2022/9/24, 37, 2, 26, 1, , 
2022/9/25, 13, 3, 22, 5, 1, 
2022/9/26, 13, 5, 22, 8, 1, 
2022/9/27, 12, 9, 21, 9, 1, 
2022/9/28, 9, 8, 23, 8, 1, 
2022/9/29, 9, 11, 26, 6, 1, 
2022/9/30, 13, 4, 29, 8, 1, 
2022/4/1, 15, 4, 39, 7, 2, 
2022/4/2, 10, 2, 39, 4, 1, 
2022/4/3, 8, 6, 36, 5, 1, 
2022/4/4, 22, 7, 38, 7, 2, 
2022/4/5, 28, 7, 34, 9, 2, 
2022/4/6, 23, 14, 29, 9, 2, 
2022/4/7, 27, 12, 26, 9, 2, 
2022/4/8, 19, 4, 32, 3, 1, 
2022/4/9, 12, 6, 35, 4, 1, 
2022/4/10, 24, 8, 36, 7, 2, 
2022/4/11, 30, 10, 35, 13, 2, 
2022/4/12, 40, 7, 38, 10, 2, 
2022/4/13, 29, 4, 43, 4, 1, 
2022/4/14, 16, 6, 45, 4, 2, 
2022/4/15, 24, 11, 39, 10, 2, 
2022/4/16, 41, 9, 44, 5, 1, 
2022/4/17, 35, 12, 49, 4, 1, 
2022/4/18, 48, 11, 41, 5, 1, 
2022/4/19, 47, 6, 31, 10, 2, 
2022/4/20, 28, 2, 32, 9, 2, 
2022/4/21, 21, 5, 28, 14, 2, 
2022/4/22, 16, 3, 34, 3, 1, 
2022/4/23, 9, 1, 36, 4, 2, 
2022/4/24, 11, 2, 39, 8, 2, 
2022/4/25, 11, 4, 32, 11, 2, 
2022/4/26, 11, 7, 21, 20, 3, 
2022/4/27, 28, 11, 33, 10, 2, 
2022/4/28, 42, 11, 36, 10, 2, 
2022/4/29, 37, 14, 38, 9, 2, 
2022/4/30, 46, 13, 39, 5, 1, 
2022/5/1, 45, 18, 43, 8, 2, 
2022/5/2, 60, 7, 37, 8, 2, 
2022/5/3, 29, 13, 39, 7, 2, 
2022/5/4, 51, 14, 30, 7, 2, 
2022/5/5, 40, 13, 30, 12, 2, 
2022/5/6, 39, 10, 36, 7, 2, 
2022/5/7, 33, 9, 44, 4, 1, 
2022/5/8, 35, 19, 39, 9, 2, 
2022/5/9, 47, 22, 41, 11, 2, 
2022/5/10, 45, 26, 35, 14, 3, 
2022/5/11, 56, 17, 34, 8, 2, 
2022/5/12, 48, 21, 33, 10, 2, 
2022/5/13, 53, 16, 38, 9, 2, 
2022/5/14, 50, 13, 43, 5, 1, 
2022/5/15, 40, 25, 30, 14, 3, 
2022/5/16, 61, 26, 35, 15, 3, 
2022/5/17, 58, 27, 31, 9, 2, 
2022/5/18, 75, 27, 31, 5, 1, 
2022/5/19, 70, 18, 35, 8, 2, 
2022/5/20, 49, 14, 32, 10, 2, 
2022/5/21, 44, 14, 42, 8, 1, 
2022/5/22, 44, 26, 35, 8, 2, 
2022/5/23, 45, 17, 33, 5, 2, 
2022/5/24, 42, 4, 29, 6, 2, 
2022/5/25, 7, 16, 31, 8, 2, 
2022/5/26, 19, 13, 32, 13, 2, 
2022/5/27, 23, 14, 37, 9, 2, 
2022/5/28, 33, 11, 43, 4, 1, 
2022/5/29, 29, 16, 25, 12, 2, 
2022/5/30, 46, 18, 36, 9, 2, 
2022/5/31, 58, 22, 33, 9, 2, 
2022/6/1, 65, 19, 30, 5, 1, 
2022/6/2, 63, 17, 32, 4, 1, 
2022/6/3, 57, 14, 31, 4, 1, 
2022/6/4, 52, 13, 34, 5, 1, 
2022/6/5, 33, 12, 34, 6, 1, 
2022/6/6, 36, 15, 30, 7, 2, 
2022/6/7, 51, 19, 40, 7, 2, 
2022/6/8, 61, 18, 22, 8, 1, 
2022/6/9, 48, 11, 24, 7, 1, 
2022/6/10, 37, 6, 27, 6, 1, 
2022/6/11, 19, 5, 32, 7, 2, 
2022/6/12, 14, 13, 32, 13, 2, 
2022/6/13, 26, 9, 31, 9, 2, 
2022/6/14, 26, 11, 37, 9, 2, 
2022/6/15, 30, 11, 31, 12, 2, 
2022/6/16, 30, 17, 30, 13, 2, 
2022/6/17, 32, 17, 38, 9, 2, 
2022/6/18, 42, 21, 38, 1, 1, 
2022/6/19, 61, 32, 32, 4, 1, 
2022/6/20, 77, 30, 25, 8, 2, 
2022/6/21, 69, 22, 33, 8, 2, 
2022/6/22, 39, 15, 30, 10, 2, 
2022/6/23, 23, 8, 35, 4, 1, 
2022/6/24, 15, 9, 38, 3, 1, 
2022/6/25, 28, 11, 35, 1, 1, 
2022/6/26, 44, 12, 26, 4, 1, 
2022/6/27, 41, 9, 30, 6, 1, 
2022/6/28, 29, 11, 28, 6, 1, 
2022/6/29, 40, 10, 33, 3, 1, 
2022/6/30, 36, 10, 26, 4, 1, 
2022/1/3, 86, 17, 29, 14, 1, 
2022/1/4, 34, 8, 29, 6, 1, 
2022/1/5, 10, 6, 29, 10, 1, 
2022/1/6, 22, 9, 32, 12, 2, 
2022/1/7, 18, 5, 24, 12, 2, 
2022/1/8, 13, 7, 24, 3, 1, 
2022/1/9, 13, 15, 25, 7, 1, 
2022/1/10, 16, 9, 23, 17, 2, 
2022/1/11, 30, 10, 21, 15, 1, 
2022/1/12, 30, 11, 25, 13, 1, 
2022/1/13, 35, 12, 23, 12, 2, 
2022/1/14, 39, 9, 27, 12, 2, 
2022/1/15, 34, 11, 25, 12, 2, 
2022/1/16, 42, 21, 20, 22, 3, 
2022/1/17, 55, 27, 20, 29, 4, 
2022/1/18, 68, 24, 25, 17, 2, 
2022/1/19, 58, 24, 23, 19, 2, 
2022/1/20, 66, 17, 22, 17, 3, 
2022/1/21, 44, 16, 25, 16, 1, 
2022/1/22, 52, 14, 24, 8, 1, 
2022/1/23, 56, 12, 23, 13, 1, 
2022/1/24, 46, 11, 27, 15, , 
2022/1/25, 43, 14, 24, 15, 2, 
2022/1/26, 46, 16, 18, 22, 3, 
2022/1/27, 40, 15, 18, 23, 2, 
2022/1/28, 34, 27, , 28, 2, 
2022/1/29, 82, 14, 22, 20, 2, 
2022/1/30, 48, 23, 28, 23, 2, 
2022/1/31, 37, 18, 23, 25, 1, 
2022/2/1, 26, 20, 14, 25, 2, 
2022/2/2, 41, 26, 14, 25, 2, 
2022/2/3, 66, 31, 18, 23, 3, 
2022/2/4, 87, 17, 8, 23, 1, 
2022/2/5, 59, 14, 26, 9, 1, 
2022/2/6, 51, 18, 18, 20, 2, 
2022/2/7, 50, 16, 22, 20, 1, 
2022/2/8, 48, 15, 29, 15, 1, 
2022/2/9, 48, 16, 28, 16, , 
2022/2/10, 47, 30, 26, 21, 1, 
2022/2/11, 74, 20, 35, 16, 1, 
2022/2/12, 64, 20, 29, 13, 1, 
2022/2/13, 64, 11, 29, 10, 1, 
2022/2/14, 22, 12, 26, 11, 2, 
2022/2/15, 12, 16, 23, 15, 1, 
2022/2/16, 23, 16, 23, 16, 1, 
2022/2/17, 27, 25, 26, 20, 1, 
2022/2/18, 52, 12, 27, 9, 2, 
2022/2/19, 39, 5, 30, 6, 2, 
2022/2/20, 20, 16, 28, 11, 2, 
2022/2/21, 22, 19, 27, 20, 1, 
2022/2/22, 33, 18, 25, 18, 1, 
2022/2/23, 43, 13, 24, 15, 1, 
2022/2/24, 41, 14, 13, 16, 2, 
2022/2/25, 56, , , , , 
2022/2/28, 36, 15, 26, 17, 2, 
2022/3/1, 45, 23, 32, 14, 2, 
2022/3/2, 59, 18, 23, 15, 2, 
