date, pm25, pm10, o3, no2, so2, co
2023/12/22, 29, 20, 20, 14, 1, 
2023/12/23, 32, 27, 17, 12, 1, 
2023/12/24, 45, 26, 17, 12, 1, 
2023/12/25, 45, 34, 10, 17, 2, 
2023/12/26, 50, 39, 14, 19, 2, 
2023/12/27, 57, 33, 12, 17, 1, 
2023/12/28, 72, 39, 3, 21, 1, 
2023/12/29, 100, 28, 15, 16, 1, 
2023/12/30, 80, 15, 24, 5, , 
2023/12/31, 41, 7, 19, 9, , 
2023/7/3, 9, 1, 26, 3, 1, 
2023/7/4, 5, 5, 25, 2, 1, 
2023/7/5, 12, 10, 24, 2, 1, 
2023/7/6, 21, 9, 28, 2, 1, 
2023/7/7, 22, 11, 33, 3, 1, 
2023/7/8, 27, 15, 31, 1, 1, 
2023/7/9, 35, 15, 25, 2, , 
2023/7/10, 34, 19, 23, 4, 1, 
2023/7/11, 41, 20, 23, 2, 1, 
2023/7/12, 40, 10, 28, 3, 1, 
2023/7/13, 27, 4, 24, 4, 2, 
2023/7/14, 9, 4, 30, 3, 1, 
2023/7/15, 10, 3, 26, 2, 1, 
2023/7/16, 11, 2, 24, 3, 1, 
2023/7/17, 6, 2, 27, 6, 1, 
2023/7/18, 7, 2, 30, 6, , 
2023/7/19, 7, 25, 31, 4, 1, 
2023/7/20, 51, 26, 31, 6, 1, 
2023/7/21, 48, 17, 31, 3, 1, 
2023/7/22, 35, 20, 26, 3, , 
2023/7/23, 42, 24, 36, 8, , 
2023/7/24, 44, 11, 36, 4, 1, 
2023/7/25, 21, 9, 35, 5, 1, 
2023/7/26, 16, 10, 37, 5, , 
2023/7/27, 19, 14, 38, 3, 1, 
2023/7/28, 26, 12, 30, 3, 1, 
2023/7/29, 24, 13, 30, 3, 1, 
2023/7/30, 29, 14, 29, 5, 1, 
2023/7/31, 33, 16, 38, 5, 1, 
2023/8/1, 33, 20, 71, 9, 1, 
2023/8/2, 38, 15, 30, 5, 1, 
2023/8/3, 29, 8, 26, 4, 1, 
2023/8/4, 11, 7, 32, 3, 1, 
2023/8/5, 9, 7, 28, 4, 1, 
2023/8/6, 14, 8, 28, 4, 1, 
2023/8/7, 15, 9, 26, 3, 1, 
2023/8/8, 17, 9, 30, 6, 1, 
2023/8/9, 17, 18, 36, 4, 1, 
2023/8/10, 28, 14, 32, , 1, 
2023/8/11, 29, 18, 34, 1, , 
2023/8/12, 41, 13, 32, , 1, 
2023/8/13, 27, 9, 32, , , 
2023/8/14, 19, 10, 34, , 1, 
2023/8/15, 21, 13, 32, , 1, 
2023/8/16, 29, 16, 30, 2, , 
2023/8/17, 37, 26, 28, 9, 1, 
2023/8/18, 53, 26, 31, 5, , 
2023/8/19, 50, 19, 28, 4, 1, 
2023/8/20, 41, 23, 22, 9, 1, 
2023/8/21, 43, 19, 30, 11, 1, 
2023/8/22, 34, 23, 31, 11, 1, 
2023/8/23, 38, 20, 33, 12, 2, 
2023/8/24, 37, 22, 39, 10, 2, 
2023/8/25, 42, 25, 30, 5, 1, 
2023/8/26, 49, 9, 22, 5, 1, 
2023/8/27, 23, 4, 22, 8, 1, 
2023/8/28, 9, 4, 27, 7, 1, 
2023/8/29, 8, 6, 26, 7, 1, 
2023/8/30, 11, 6, 29, 7, , 
2023/8/31, 10, 7, 29, 6, , 
2023/9/1, 13, 6, 28, 4, 1, 
2023/9/2, 11, 12, 30, 1, 1, 
2023/9/3, 25, 19, 29, 3, , 
2023/9/4, 39, 25, 28, 5, 1, 
2023/9/5, 49, 14, 29, 6, 1, 
2023/9/6, 30, 16, 31, 8, 1, 
2023/9/7, 35, 15, 28, 11, 1, 
2023/9/8, 32, 14, 28, 8, 1, 
2023/9/9, 29, 14, 32, 7, 1, 
2023/9/10, 31, 18, 30, 9, 1, 
2023/9/11, 38, 18, 29, 10, 1, 
2023/9/12, 38, 13, 31, 6, , 
2023/9/13, 30, 11, 29, 6, 1, 
2023/9/14, 25, 9, 27, 7, 1, 
2023/9/15, 18, 10, 29, 4, 1, 
2023/9/16, 22, 17, 27, 4, 1, 
2023/9/17, 37, 7, 25, 6, 1, 
2023/9/18, 13, 9, 32, 8, 1, 
2023/9/19, 19, 6, 26, 6, , 
2023/9/20, 13, 8, 28, 5, , 
2023/9/21, 12, 4, 26, 6, 1, 
2023/9/22, 9, 5, 28, 4, , 
2023/9/23, 11, 6, 30, 5, , 
2023/9/24, 13, 8, 28, 8, 1, 
2023/9/25, 16, 7, 29, 7, 1, 
2023/9/26, 14, 8, 29, 8, 1, 
2023/9/27, 17, 8, 27, 9, 2, 
2023/9/28, 17, 10, 30, 10, 1, 
2023/9/29, 20, 12, 27, 12, 1, 
2023/9/30, 29, 9, 34, 8, , 
2023/4/1, 19, 15, 32, 2, 2, 
2023/4/2, 9, 8, 31, 4, 2, 
2023/4/3, 9, 6, 34, 8, 2, 
2023/4/4, 10, 8, 33, 8, 2, 
2023/4/5, 16, 9, 35, 6, 1, 
2023/4/6, 20, 8, 37, 3, 1, 
2023/4/7, 16, 9, 40, 4, 1, 
2023/4/8, 19, 10, 39, 2, 1, 
2023/4/9, 21, 21, 37, 3, 1, 
2023/4/10, 45, 32, 34, 6, 1, 
2023/4/11, 57, 26, 33, 4, 1, 
2023/4/12, 30, 5, 35, 3, 1, 
2023/4/13, 9, 12, 30, 5, 1, 
2023/4/14, 11, 11, 33, 2, 1, 
2023/4/15, 11, 5, 37, 2, 1, 
2023/4/16, 8, 4, 38, 3, 1, 
2023/4/17, 8, 9, 37, 4, 1, 
2023/4/18, 26, 9, 36, 7, 1, 
2023/4/19, 21, 13, 39, 9, 1, 
2023/4/20, 21, 12, 40, 7, 1, 
2023/4/21, 27, 18, 43, 5, 1, 
2023/4/22, 41, 19, 37, 5, 1, 
2023/4/23, 37, 15, 33, 5, 1, 
2023/4/24, 35, 12, 38, 9, 1, 
2023/4/25, 21, 24, 35, 4, 1, 
2023/4/26, 47, 23, 31, 6, 1, 
2023/4/27, 46, 22, 30, 7, 1, 
2023/4/28, 46, 16, 32, 6, 1, 
2023/4/29, 34, 10, 33, 3, 1, 
2023/4/30, 26, 11, 32, 3, 1, 
2023/5/1, 25, 9, 31, 5, 1, 
2023/5/2, 19, 8, 33, 8, 1, 
2023/5/3, 16, 7, 36, 6, 1, 
2023/5/4, 15, 16, 39, 4, 1, 
2023/5/5, 35, 18, 36, 4, 1, 
2023/5/6, 34, 10, 34, 3, 1, 
2023/5/7, 24, 15, 32, 6, 1, 
2023/5/8, 32, 14, 37, 7, 1, 
2023/5/9, 29, 9, 35, 4, 1, 
2023/5/10, 19, 4, 35, 4, 1, 
2023/5/11, 6, 4, 31, 3, 1, 
2023/5/12, 9, 4, 31, 1, 1, 
2023/5/13, 9, 4, 34, 1, 1, 
2023/5/14, 11, 11, 32, 5, 1, 
2023/5/15, 21, 5, 35, 2, 1, 
2023/5/16, 7, 8, 36, 4, 1, 
2023/5/17, 13, 6, 34, 3, 1, 
2023/5/18, 14, 9, 36, 3, 1, 
2023/5/19, 17, 9, 39, 5, 1, 
2023/5/20, 19, 9, 45, 3, 1, 
2023/5/21, 20, 9, 39, 2, 1, 
2023/5/22, 21, 9, 37, 4, 1, 
2023/5/23, 21, 14, 36, 6, 1, 
2023/5/24, 32, 17, 37, 7, 1, 
2023/5/25, 38, 11, 30, 3, 1, 
2023/5/26, 24, 16, 29, 3, 1, 
2023/5/27, 34, 11, 35, 3, 1, 
2023/5/28, 26, 8, 33, 5, 1, 
2023/5/29, 18, 7, 34, 5, 1, 
2023/5/30, 16, 7, 36, 6, 1, 
2023/5/31, 14, 12, 42, 3, 1, 
2023/6/1, 28, 11, 37, 4, 1, 
2023/6/2, 27, 8, 36, 4, 1, 
2023/6/3, 22, 6, 35, 2, , 
2023/6/4, 13, 4, 35, 4, 1, 
2023/6/5, 10, 3, 32, 5, 1, 
2023/6/6, 8, 2, 29, 4, 1, 
2023/6/7, 6, 2, 27, 5, , 
2023/6/8, 6, 2, 29, 2, 1, 
2023/6/9, 6, 1, 31, 4, 2, 
2023/6/10, 5, 1, 32, 3, 1, 
2023/6/11, 5, 3, 30, 4, 1, 
2023/6/12, 7, 3, 35, 5, , 
2023/6/13, 8, 1, 33, 5, 1, 
2023/6/14, 5, 1, 41, 6, 1, 
2023/6/15, 5, 1, 41, 5, 1, 
2023/6/16, 5, 9, 45, 4, 1, 
2023/6/22, 7, 3, 35, 5, 1, 
2023/6/23, 8, 3, 37, 2, 2, 
2023/6/24, 9, 6, 39, 3, 1, 
2023/6/25, 14, 6, 40, 3, , 
2023/6/26, 12, 7, 35, 4, 1, 
2023/6/27, 15, 7, 35, 3, 1, 
2023/6/28, 13, 8, 19, 4, , 
2023/6/29, 17, , , , , 
2023/1/2, 80, 36, 13, 13, 1, 
2023/1/3, 94, 27, 14, 11, 1, 
2023/1/4, 73, 26, 16, 11, 1, 
2023/1/5, 71, 21, 15, 9, 1, 
2023/1/6, 63, 21, 24, 4, 1, 
2023/1/7, 64, 4, 25, , 1, 
2023/1/8, 16, 6, 24, 9, 1, 
2023/1/9, 22, 10, 19, 10, 1, 
2023/1/10, 35, 21, 13, 12, 2, 
2023/1/11, 63, 10, 17, 11, 1, 
2023/1/12, 34, 25, 13, 13, 1, 
2023/1/13, 69, 13, 20, 7, 1, 
2023/1/14, 43, 11, 21, 3, 1, 
2023/1/15, 36, 6, 27, 2, 2, 
2023/1/16, 18, 9, 30, 1, 2, 
2023/1/17, 16, 3, 28, 4, 1, 
2023/1/18, 10, 4, 24, 3, 2, 
2023/1/19, 13, 5, 26, 10, 1, 
2023/1/20, 16, 8, 28, 5, 2, 
2023/1/21, 24, 4, 28, 1, 1, 
2023/1/22, 14, 12, 23, 10, 2, 
2023/1/23, 38, 15, 22, 7, 1, 
2023/1/24, 47, 15, 21, 10, 1, 
2023/1/25, 47, 16, 20, 13, 1, 
2023/1/26, 52, 14, 19, 15, 2, 
2023/1/27, 46, 12, 25, 12, 1, 
2023/1/28, 36, 9, 23, 4, 1, 
2023/1/29, 31, 15, 22, 6, 1, 
2023/1/30, 51, , , , , 
2023/2/6, 58, 8, 25, 10, 1, 
2023/2/7, 25, 8, 26, 4, 1, 
2023/2/8, 21, 8, 31, 3, 1, 
2023/2/9, 29, 13, 26, 9, 2, 
2023/2/10, 47, , , , 1, 
2023/2/11, 21, , , , , 
2023/2/15, 59, 19, 25, 13, 1, 
2023/2/16, 58, 19, 26, 9, 1, 
2023/2/17, 56, 23, 17, 11, , 
2023/2/18, 67, 20, 21, 17, 1, 
2023/2/19, 61, 28, 18, 17, 2, 
2023/2/20, 78, 36, 6, 12, 1, 
2023/2/21, 92, 42, 22, 14, 3, 
2023/2/22, 104, 42, 3, 9, 1, 
2023/2/23, 104, , , , , 
2023/2/28, 26, 7, 28, 7, , 
2023/3/1, 27, 13, 20, 12, 1, 
2023/3/2, 45, 15, 32, 11, 1, 
2023/3/3, 48, 15, 33, 8, 1, 
2023/3/4, 51, 18, 18, , 1, 
2023/3/5, 60, , , , , 
2023/3/7, 21, 10, 18, 4, 1, 
2023/3/8, 26, 17, 19, 2, 1, 
2023/3/9, 50, 13, 26, 2, 1, 
2023/3/10, 39, 22, 25, 1, 1, 
2023/3/11, 51, 12, 19, 3, 1, 
2023/3/12, 41, 37, 26, 11, 1, 
2023/3/13, 76, 23, 20, 14, 2, 
2023/3/14, 55, 26, 32, 9, 2, 
2023/3/15, 61, 40, 35, 9, 2, 
2023/3/16, 102, 33, 34, 8, 2, 
2023/3/17, 86, 39, 37, 6, 2, 
2023/3/18, 85, 25, 29, 7, 2, 
2023/3/19, 68, 33, 15, 9, 2, 
2023/3/20, 61, 43, 33, 9, 2, 
2023/3/21, 107, 56, 34, 9, 2, 
2023/3/22, 132, 35, 33, 12, , 
2023/3/23, 64, 29, 29, 10, 2, 
2023/3/24, 49, 15, 38, 6, 2, 
2023/3/25, 33, 16, 32, 3, 2, 
2023/3/26, 14, 8, 35, 4, 2, 
2023/3/27, 7, 10, 32, 10, 2, 
2023/3/28, 19, 4, 30, 6, 2, 
2023/3/29, 9, 22, 33, 8, 2, 
2023/3/30, 23, 25, 32, 1, 2, 
2023/3/31, 20, 10, 33, 4, 2, 
2022/10/1, 25, 8, 37, 5, 1, 
2022/10/2, 25, 16, 28, 11, 1, 
2022/10/3, 42, 21, 31, 11, 1, 
2022/10/4, 57, 15, 30, 8, 1, 
2022/10/5, 47, 17, 31, 5, 1, 
2022/10/6, 48, 17, 32, 7, 1, 
2022/10/7, 51, 22, 33, 4, 1, 
2022/10/8, 60, 22, 33, 4, 1, 
2022/10/9, 62, 31, 28, 8, 2, 
2022/10/10, 77, 23, 28, 4, 1, 
2022/10/11, 63, 33, 37, 3, 1, 
2022/10/12, 82, 21, 32, 7, 1, 
2022/10/13, 53, 10, 33, 11, 1, 
2022/10/14, 32, 20, 37, 10, 1, 
2022/10/15, 61, 21, 33, 7, 1, 
2022/10/16, 63, 23, 30, 9, , 
2022/10/17, 64, 24, 25, 9, , 
2022/10/18, 70, 32, 28, 8, 1, 
2022/10/19, 85, 35, 23, 11, 1, 
2022/10/20, 91, 21, 25, 7, 1, 
2022/10/21, 55, 12, 20, 8, 1, 
2022/10/22, 39, 26, 24, 6, 1, 
2022/10/23, 74, 17, 17, 13, 1, 
2022/10/24, 50, 20, 21, 14, 1, 
2022/10/25, 60, 32, 17, 13, 1, 
2022/10/26, 84, 32, 28, 11, 1, 
2022/10/27, 86, 36, 32, 11, 1, 
2022/10/28, 93, 37, 34, 7, 1, 
2022/10/29, 96, 30, 32, 5, 1, 
2022/10/30, 81, 32, 26, 10, 1, 
2022/10/31, 84, 28, 29, 6, 1, 
2022/11/1, 77, 24, 27, 6, 1, 
2022/11/2, 70, 20, 24, 6, 1, 
2022/11/3, 55, 4, 25, 5, 1, 
2022/11/4, 13, 7, 26, 7, 1, 
2022/11/5, 23, 7, 29, 7, 1, 
2022/11/6, 26, 10, 30, 11, 7, 
2022/11/7, 33, 16, 24, 9, 6, 
2022/11/8, 48, 8, 20, 7, 2, 
2022/11/9, 27, 3, 24, 6, 2, 
2022/11/10, 13, 7, 20, 8, 2, 
2022/11/11, 26, 13, 25, 2, 2, 
2022/11/12, 47, 12, 23, 5, 2, 
2022/11/13, 42, 14, 6, 3, 3, 
2022/11/14, 52, 7, 21, 4, 1, 
2022/11/15, 26, 2, 23, 2, 2, 
2022/11/16, 9, 3, 21, 1, 2, 
2022/11/17, 9, 5, 20, 3, 1, 
2022/11/18, 18, 3, 26, 4, 1, 
2022/11/19, 11, 5, 25, 4, 1, 
2022/11/20, 19, 4, 28, 2, 1, 
2022/11/21, 14, 5, 26, 3, 1, 
2022/11/22, 14, 3, 32, 3, 7, 
2022/11/23, 10, 6, 22, 8, 1, 
2022/11/24, 22, 6, 22, 4, 1, 
2022/11/25, 20, 10, 20, 8, 1, 
2022/11/26, 31, 17, 20, 7, 1, 
2022/11/27, 50, 8, 24, 5, 1, 
2022/11/28, 26, 4, 24, 4, 1, 
2022/11/29, 12, 10, 15, 13, 1, 
2022/11/30, 32, 9, 23, 5, 1, 
2022/12/1, 33, 10, 21, 4, 1, 
2022/12/2, 38, 15, 22, 6, 1, 
2022/12/3, 50, 22, 16, 8, 1, 
2022/12/4, 64, 25, 18, 9, , 
2022/12/5, 71, 34, 19, 9, , 
2022/12/6, 90, 39, 13, 12, , 
2022/12/7, 101, 53, 7, 10, 1, 
2022/12/8, 134, 14, 21, 11, 1, 
2022/12/9, 47, 5, 20, 4, 1, 
2022/12/10, 17, 7, 22, 4, 1, 
2022/12/11, 23, 21, 23, 9, 1, 
2022/12/12, 59, 6, 22, 8, 1, 
2022/12/13, 22, 7, 22, 10, 1, 
2022/12/14, 26, 7, 23, 5, 1, 
2022/12/15, 23, 6, 21, 7, 1, 
2022/12/16, 22, 17, 12, 10, 1, 
2022/12/17, 53, 19, 14, 7, 1, 
2022/12/18, 58, 20, 18, 10, 1, 
2022/12/19, 60, 17, 21, 11, 1, 
2022/12/20, 55, 5, 23, 3, 1, 
2022/12/21, 17, 8, 19, 8, 1, 
2022/12/22, 26, 5, 18, 7, 1, 
2022/12/23, 19, 19, 17, 8, 1, 
2022/12/24, 53, 16, 20, 7, 1, 
2022/12/25, 48, 20, 9, 13, 1, 
2022/12/26, 57, 18, 10, 13, 1, 
2022/12/27, 53, 31, 11, 13, 1, 
2022/12/28, 84, 12, 22, 7, 1, 
2022/12/29, 40, 10, 23, 3, 1, 
2022/12/30, 33, 18, 19, 9, 1, 
2022/12/31, 52, 26, 17, 8, 1, 
2023/1/1, 74, 29, 11, 12, 1, 
2022/7/1, 28, 6, 38, 3, , 
2022/7/2, 20, 7, 41, 4, 1, 
2022/7/3, 24, 8, 38, 7, 1, 
2022/7/4, 29, 12, 36, 3, , 
2022/7/5, 41, 12, 41, 5, 1, 
2022/7/6, 37, 6, 38, 5, 1, 
2022/7/7, 20, 9, 46, 8, 1, 
2022/7/8, 30, 7, 44, 4, 1, 
2022/7/9, 28, 6, 46, 3, 1, 
2022/7/10, 23, 7, 41, 8, 1, 
2022/7/11, 23, 6, 37, 9, 1, 
2022/7/12, 21, 8, 40, 9, 1, 
2022/7/13, 27, 6, 39, 7, 1, 
2022/7/14, 22, 9, 32, 11, 1, 
2022/7/15, 30, 9, 46, 7, 1, 
2022/7/16, 30, 11, 44, 6, 1, 
2022/7/17, 38, 12, 44, 8, 1, 
2022/7/18, 40, 12, 43, 8, 1, 
2022/7/19, 41, 9, 34, 5, 1, 
2022/7/20, 34, 12, 34, 6, 1, 
2022/7/21, 39, 12, 34, 7, 1, 
2022/7/22, 40, 11, 38, 2, 1, 
2022/7/23, 39, 14, 39, 2, 1, 
2022/7/24, 45, 14, 33, 8, 1, 
2022/7/25, 47, 11, 31, 4, 1, 
2022/7/26, 36, 8, 28, 5, 1, 
2022/7/27, 30, 9, 32, 5, 1, 
2022/7/28, 33, 8, 33, 3, 1, 
2022/7/29, 29, 7, 31, 1, , 
2022/7/30, 23, 14, 33, 3, 1, 
2022/7/31, 44, 12, 39, 5, 1, 
2022/8/1, 40, 9, 41, 7, 1, 
2022/8/2, 31, 7, 41, 6, 1, 
2022/8/3, 25, 8, 40, 5, 1, 
2022/8/4, 22, 6, 39, 5, 1, 
2022/8/5, 19, 7, 39, 3, 1, 
2022/8/6, 22, 9, 39, 2, , 
2022/8/7, 31, 8, 43, 4, 1, 
2022/8/8, 27, 8, 43, 4, 1, 
2022/8/9, 25, 8, 43, 4, 1, 
2022/8/10, 26, 7, 39, 7, 1, 
2022/8/11, 25, 9, 43, 8, 1, 
2022/8/12, 29, 36, 33, 4, 1, 
2022/8/13, 64, 12, 35, 4, 1, 
2022/8/14, 31, 8, 44, 4, , 
2022/8/15, 27, 11, 48, 4, , 
2022/8/16, 37, 14, 41, 6, 1, 
2022/8/17, 44, 16, 42, 8, 1, 
2022/8/18, 40, 10, 17, 10, 1, 
2022/8/19, 36, , , , , 
2022/8/22, 7, 5, 29, 6, 1, 
2022/8/23, 16, 3, 30, 4, 1, 
2022/8/24, 10, 3, 31, 4, 1, 
2022/8/25, 13, 4, 33, 6, 1, 
2022/8/26, 15, 3, 39, 4, 1, 
2022/8/27, 11, 5, 41, 4, 1, 
2022/8/28, 19, 6, 38, 6, 1, 
2022/8/29, 24, 5, 36, 5, 1, 
2022/8/30, 19, 6, 32, 4, 1, 
2022/8/31, 19, 4, 34, 5, 1, 
2022/9/1, 15, 9, 37, 6, 1, 
2022/9/2, 26, 6, 38, 6, 1, 
2022/9/3, 22, 4, 38, 2, , 
2022/9/4, 13, 5, 34, 5, 1, 
2022/9/5, 19, 9, 34, 10, 1, 
2022/9/6, 26, 7, 38, 11, 1, 
2022/9/7, 21, 9, 37, 8, 1, 
2022/9/8, 26, 21, 39, 8, 11, 
2022/9/9, 55, 18, 35, 5, 15, 
2022/9/10, 56, 25, 33, 3, 2, 
2022/9/11, 70, 25, 30, 5, 2, 
2022/9/12, 70, 27, 12, 9, 5, 
2022/9/13, 74, 24, 25, 6, 2, 
2022/9/14, 66, 22, 34, 5, 1, 
2022/9/15, 56, 15, 34, 6, 1, 
2022/9/16, 46, 23, 35, 3, 1, 
2022/9/17, 66, 29, 30, 3, 1, 
2022/9/18, 78, , , , , 
2022/9/20, 65, 27, 36, 8, , 
2022/9/21, 74, 30, 37, 7, 1, 
2022/9/22, 79, 29, 35, 8, 1, 
2022/9/23, 75, 30, 36, 5, 1, 
2022/9/24, 78, 12, 33, 2, , 
2022/9/25, 36, 10, 30, 5, 2, 
2022/9/26, 30, 11, 29, 8, 2, 
2022/9/27, 29, 10, 27, 7, 3, 
2022/9/28, 25, 11, 28, 5, 3, 
2022/9/29, 27, 8, 29, 4, 1, 
2022/9/30, 17, 9, 34, 7, 1, 
2022/4/1, 20, 4, 40, 4, 2, 
2022/4/2, 13, 3, 41, 2, 1, 
2022/4/3, 11, 7, 39, 4, 2, 
2022/4/4, 26, 9, 39, 6, 2, 
2022/4/5, 31, 8, 37, 7, 2, 
2022/4/6, 25, 9, 36, 5, 2, 
2022/4/7, 25, 8, 30, 3, 1, 
2022/4/8, 20, 5, 34, 2, 1, 
2022/4/9, 15, 10, 36, 5, , 
2022/4/10, 36, 12, 38, 7, 1, 
2022/4/11, 37, 14, 39, 11, 1, 
2022/4/12, 45, 11, 39, 7, 1, 
2022/4/13, 37, 8, 45, 3, 1, 
2022/4/14, 26, 10, 50, 5, 2, 
2022/4/15, 33, 16, 41, 9, 3, 
2022/4/16, 50, 15, 47, 5, 2, 
2022/4/17, 44, 18, 55, 5, 3, 
2022/4/18, 56, 17, 44, 6, 14, 
2022/4/19, 51, 6, 31, 7, 16, 
2022/4/20, 22, 3, 36, 7, 2, 
2022/4/21, 11, 9, 33, 10, 2, 
2022/4/22, 30, 4, 37, 2, , 
2022/4/23, 13, 3, 39, 1, 5, 
2022/4/24, 8, 7, 42, 6, 2, 
2022/4/25, 23, 8, 37, 9, 1, 
2022/4/26, 29, 15, 25, 16, 1, 
2022/4/27, 50, 22, 37, 10, 2, 
2022/4/28, 61, 13, 41, 9, 3, 
2022/4/29, 46, 16, 43, 9, 2, 
2022/4/30, 51, 16, 43, 5, 3, 
2022/5/1, 50, 18, 46, 8, 3, 
2022/5/2, 59, 8, 38, 6, 2, 
2022/5/3, 27, 16, 41, 7, 2, 
2022/5/4, 54, 12, 35, 6, 2, 
2022/5/5, 41, 12, 34, 11, 3, 
2022/5/6, 40, 11, 39, 6, 2, 
2022/5/7, 35, 11, 46, 5, 2, 
2022/5/8, 37, 14, 44, 9, 2, 
2022/5/9, 47, 13, 43, 9, 2, 
2022/5/10, 41, 16, 38, 11, 3, 
2022/5/11, 49, 13, 38, 7, 2, 
2022/5/12, 43, 15, 38, 9, 2, 
2022/5/13, 46, 14, 42, 8, 2, 
2022/5/14, 45, 11, 47, 5, 2, 
2022/5/15, 38, 17, 35, 13, 3, 
2022/5/16, 52, 15, 39, 10, 3, 
2022/5/17, 48, 19, 36, 7, 2, 
2022/5/18, 58, 16, 36, 4, 1, 
2022/5/19, 50, 13, 40, 7, 1, 
2022/5/20, 39, 12, 39, 12, 1, 
2022/5/21, 39, 13, 44, 8, 1, 
2022/5/22, 41, 14, 42, 6, 1, 
2022/5/23, 41, 12, 37, 4, 1, 
2022/5/24, 36, 2, 34, 5, 1, 
2022/5/25, 8, 5, 35, 8, 1, 
2022/5/26, 15, 7, 36, 11, 1, 
2022/5/27, 24, 9, 43, 8, 1, 
2022/5/28, 30, 9, 46, 4, 1, 
2022/5/29, 29, 15, 36, 7, 1, 
2022/5/30, 47, 17, 40, 7, 1, 
2022/5/31, 54, 18, 39, 6, 1, 
2022/6/1, 55, 19, 34, 5, 1, 
2022/6/2, 59, 15, 37, 2, 1, 
2022/6/3, 49, 15, 36, 3, , 
2022/6/4, 49, 12, 38, 3, 1, 
2022/6/5, 36, 8, 39, 4, 1, 
2022/6/6, 28, 13, 35, 4, 1, 
2022/6/7, 44, 17, 46, 6, 1, 
2022/6/8, 55, 13, 28, 6, 1, 
2022/6/9, 38, 8, 29, 6, 1, 
2022/6/10, 31, 7, 34, 6, , 
2022/6/11, 25, 6, 38, 6, 2, 
2022/6/12, 20, 7, 36, 10, 1, 
2022/6/13, 25, 9, 37, 8, 1, 
2022/6/14, 30, 7, 41, 8, 1, 
2022/6/15, 25, 7, 37, 10, 1, 
2022/6/16, 25, 9, 36, 10, 1, 
2022/6/17, 27, 10, 48, 7, 1, 
2022/6/18, 33, 12, 45, 2, 1, 
2022/6/19, 40, 14, 40, 5, 1, 
2022/6/20, 48, 13, 32, 7, 1, 
2022/6/21, 45, 11, 39, 5, 1, 
2022/6/22, 31, 6, 37, 6, 1, 
2022/6/23, 19, 7, 40, 3, 1, 
2022/6/24, 20, 5, 44, 3, , 
2022/6/25, 18, 7, 41, 1, 1, 
2022/6/26, 30, 8, 30, 4, 1, 
2022/6/27, 27, 6, 36, 5, 1, 
2022/6/28, 22, 7, 33, 6, 1, 
2022/6/29, 27, 6, 38, 4, 1, 
2022/6/30, 19, 8, 30, 4, 1, 
2022/1/3, 106, 21, 31, 6, 1, 
2022/1/4, 53, 7, 30, 3, 1, 
2022/1/5, 19, 9, 32, 7, 1, 
2022/1/6, 25, 12, 32, 6, 1, 
2022/1/7, 34, 8, 26, 5, 1, 
2022/1/8, 24, 8, 27, 1, 1, 
2022/1/9, 20, 7, 24, 4, 1, 
2022/1/10, 18, 9, 26, 9, 1, 
2022/1/11, 28, 12, 24, 10, 1, 
2022/1/12, 37, 13, 25, 9, 1, 
2022/1/13, 41, 16, 25, 7, 1, 
2022/1/14, 51, 14, 30, 6, 1, 
2022/1/15, 46, 17, 26, 7, 1, 
2022/1/16, 53, 20, 24, 11, 1, 
2022/1/17, 59, 28, 21, 15, 2, 
2022/1/18, 75, 24, 25, 12, 1, 
2022/1/19, 67, 27, 21, 13, 2, 
2022/1/20, 74, 17, 24, 9, 2, 
2022/1/21, 49, 19, 26, 8, 2, 
2022/1/22, 57, 21, 25, 5, 1, 
2022/1/23, 64, 16, 26, 7, 2, 
2022/1/24, 52, 14, 30, 8, 1, 
2022/1/25, 45, 19, 28, 10, 1, 
2022/1/26, 56, 17, 18, 14, 2, 
2022/1/27, 50, 13, 22, 13, 1, 
2022/1/28, 40, 40, , 21, 4, 
2022/1/29, 99, 22, 24, 11, 1, 
2022/1/30, 64, 18, 29, 13, 1, 
2022/1/31, 47, 11, 28, 13, 1, 
2022/2/1, 33, 18, 18, 16, 1, 
2022/2/2, 53, 28, 17, 15, 1, 
2022/2/3, 75, 41, 21, 15, 1, 
2022/2/4, 100, 22, 13, 18, 1, 
2022/2/5, 66, 22, 27, 13, 1, 
2022/2/6, 63, 19, 22, 16, 1, 
2022/2/7, 58, 18, 23, 18, 1, 
2022/2/8, 56, 19, 33, 16, 1, 
2022/2/9, 55, 18, 31, 11, 1, 
2022/2/10, 55, 24, 29, 10, 1, 
2022/2/11, 68, 24, 37, 8, 1, 
2022/2/12, 69, 25, 30, 7, 1, 
2022/2/13, 69, 8, 34, 3, 1, 
2022/2/14, 26, 5, 31, 4, 1, 
2022/2/15, 15, 8, 29, 4, 1, 
2022/2/16, 22, 9, 28, 6, 1, 
2022/2/17, 24, 19, 29, 10, 1, 
2022/2/18, 57, 14, 29, 3, 1, 
2022/2/19, 45, 6, 32, , 1, 
2022/2/20, 20, 9, 32, 3, 1, 
2022/2/21, 22, 12, 30, 9, 1, 
2022/2/22, 34, 15, 27, 9, 1, 
2022/2/23, 47, 13, 28, 8, 1, 
2022/2/24, 44, 14, 23, 7, 1, 
2022/2/25, 49, 9, 28, 4, 1, 
2022/2/26, 30, 10, 32, 3, 1, 
2022/2/27, 33, 15, 33, 8, 1, 
