date, pm25, pm10, o3, no2, so2, co
2023/7/26, 28, 14, 32, 3, 1, 
2023/7/27, 35, 15, 33, 4, 1, 
2023/7/28, 43, 16, 37, 4, 1, 
2023/7/29, 45, 16, 27, 4, 1, 
2023/7/30, 47, 19, 30, 3, 1, 
2023/7/31, 51, 16, 35, 3, 1, 
2023/8/1, 42, 16, 47, 5, 1, 
2023/8/2, 34, 14, 31, 2, 1, 
2023/8/3, 28, 8, 30, 2, 1, 
2023/8/4, 11, 6, 37, 3, 1, 
2023/8/5, 17, 7, 35, 1, 1, 
2023/8/6, 14, 9, 33, 4, 1, 
2023/8/7, 24, 13, 31, 3, 1, 
2023/8/8, 37, 12, 35, 4, 1, 
2023/8/9, 33, 32, 37, 4, 1, 
2023/8/10, 52, 15, 38, 7, 1, 
2023/8/11, 42, 17, 40, 6, 1, 
2023/8/12, 46, , 39, 7, 1, 
2023/8/16, 9, , 36, 7, 1, 
2023/8/18, 56, 14, 35, 4, 1, 
2023/8/19, 34, 12, 36, 5, , 
2023/8/20, 33, 17, 40, 4, 1, 
2023/8/21, 31, 22, 42, 4, , 
2023/8/22, 37, 15, 45, 4, 1, 
2023/8/23, 30, 14, 45, 3, 1, 
2023/8/24, 28, 20, 63, 5, 1, 
2023/8/25, 40, , , , , 
2023/8/28, 6, 4, 31, 1, 1, 
2023/8/29, 9, 4, 32, 1, 1, 
2023/8/30, 11, 5, 36, 2, 1, 
2023/8/31, 12, 8, 36, 3, 1, 
2023/9/1, 20, 7, 21, 4, 1, 
2023/9/2, 24, , , , , 
2023/9/4, 60, 24, 33, 4, 1, 
2023/9/5, 54, 10, 34, 7, 1, 
2023/9/6, 31, 15, 36, 4, 1, 
2023/9/7, 46, 16, 34, 3, 1, 
2023/9/8, 51, 13, 35, 2, 1, 
2023/9/9, 41, 10, 34, 1, 1, 
2023/9/10, 34, 10, 37, 3, 1, 
2023/9/11, 35, 12, 35, 3, 1, 
2023/9/12, 43, 8, 34, 1, 1, 
2023/9/13, 26, 9, 33, 2, 1, 
2023/9/14, 30, 11, 22, 4, 1, 
2023/9/15, 40, 13, 29, 4, 1, 
2023/9/16, 40, 16, 28, 2, 1, 
2023/9/17, 48, 5, 30, 1, 1, 
2023/9/18, 14, 5, 27, 2, 1, 
2023/9/19, 14, 4, 31, 1, 1, 
2023/9/20, 10, 4, 34, , 1, 
2023/9/21, 12, 2, 29, 1, 1, 
2023/9/22, 7, 2, 31, , 1, 
2023/9/23, 7, 4, 34, 1, 1, 
2023/9/24, 15, 5, 34, 2, 1, 
2023/9/25, 18, 6, 34, 2, 1, 
2023/9/26, 20, 9, 35, 3, 1, 
2023/9/27, 30, 10, 38, 4, 1, 
2023/9/28, 34, 10, 36, 3, 1, 
2023/9/29, 32, 9, 38, 2, 1, 
2023/9/30, 26, 8, 38, 2, 1, 
2023/4/1, 18, 14, 34, 1, 1, 
2023/4/2, 10, 6, 41, , 1, 
2023/4/3, 8, 4, 24, 1, 1, 
2023/4/4, 9, 8, 40, 4, 1, 
2023/4/5, 18, 8, 41, 4, 1, 
2023/4/6, 20, 7, 43, 3, 1, 
2023/4/7, 15, 9, 42, 3, 1, 
2023/4/8, 21, 11, 40, 4, 1, 
2023/4/9, 37, 18, 39, 4, 1, 
2023/4/10, 44, 20, 44, 5, 1, 
2023/4/11, 40, 8, 42, 3, 1, 
2023/4/12, 14, 4, 36, , 1, 
2023/4/13, 9, 8, 30, 2, 1, 
2023/4/14, 8, 11, 34, , 1, 
2023/4/15, 16, 6, 43, , 1, 
2023/4/16, 8, 5, 42, 4, 1, 
2023/4/17, 10, 8, 40, 3, 1, 
2023/4/18, 26, 7, 42, 4, 1, 
2023/4/19, 19, 10, 47, 4, 1, 
2023/4/20, 20, 12, 46, 5, 1, 
2023/4/21, 26, 11, 38, 4, 1, 
2023/4/22, 32, 5, 42, 4, 1, 
2023/4/23, 17, 7, 37, 4, 1, 
2023/4/24, 14, 7, 44, 4, 1, 
2023/4/25, 13, 10, 40, 5, 1, 
2023/4/26, 29, 11, 40, 5, 1, 
2023/4/27, 33, 11, 39, 6, 1, 
2023/4/28, 29, 13, 38, 5, 1, 
2023/4/29, 25, 4, 34, 3, 1, 
2023/4/30, 13, 4, 36, 4, 1, 
2023/5/1, 13, 6, 40, 4, , 
2023/5/2, 11, 9, 44, 4, 1, 
2023/5/3, 13, 10, 44, 5, 1, 
2023/5/4, 17, 10, 43, 5, 1, 
2023/5/5, 26, 8, 41, 4, 1, 
2023/5/6, 21, 8, 35, 4, 1, 
2023/5/7, 22, 7, 39, 6, 1, 
2023/5/8, 22, 8, 43, 8, 1, 
2023/5/9, 18, 5, 37, 3, 1, 
2023/5/10, 12, 6, 37, 3, 1, 
2023/5/11, 15, 3, 33, 2, 1, 
2023/5/12, 9, 1, 30, 3, 1, 
2023/5/13, 8, 2, 33, 3, 1, 
2023/5/14, 10, 9, 42, 2, , 
2023/5/15, 27, 6, 36, , 1, 
2023/5/16, 12, 7, 40, 4, 1, 
2023/5/17, 18, 9, 39, 1, 1, 
2023/5/18, 24, 8, 39, 2, 1, 
2023/5/19, 24, 9, 34, 2, 1, 
2023/5/20, 32, , , , , 
2023/5/22, 41, 11, 41, 1, 1, 
2023/5/23, 36, 11, 38, 3, , 
2023/5/24, 41, 11, 28, 3, 1, 
2023/5/25, 41, 11, 26, 4, 1, 
2023/5/26, 37, 17, 33, 2, 1, 
2023/5/27, 49, 11, 34, 3, 1, 
2023/5/28, 38, 9, 39, 4, 1, 
2023/5/29, 27, 13, 35, 5, 1, 
2023/5/30, 44, 10, 39, 3, 1, 
2023/5/31, 33, 13, 40, 4, 1, 
2023/6/1, 48, 12, 39, 3, 1, 
2023/6/2, 45, 10, 38, 3, 1, 
2023/6/3, 39, 10, 33, 4, 1, 
2023/6/4, 37, 10, 38, 5, 1, 
2023/6/5, 36, 7, 41, 5, 1, 
2023/6/6, 26, 7, 26, 4, 1, 
2023/6/7, 28, 9, 32, 5, 1, 
2023/6/8, 29, 5, 31, 3, 1, 
2023/6/9, 18, 4, 36, 3, 1, 
2023/6/10, 15, 6, 35, 4, , 
2023/6/11, 19, 6, 36, 4, 1, 
2023/6/12, 20, 4, 45, 2, , 
2023/6/13, 16, 5, 39, 5, 1, 
2023/6/14, 15, 10, 53, 4, , 
2023/6/15, 35, 10, 50, 6, 1, 
2023/6/16, 33, 9, 52, 6, 1, 
2023/6/17, 29, 10, 44, 6, 1, 
2023/6/18, 38, 10, 46, 6, 1, 
2023/6/19, 30, 16, 39, 8, 1, 
2023/6/20, 47, 19, 38, 4, 1, 
2023/6/21, 52, 4, 46, 1, , 
2023/6/22, 10, 6, 44, 2, 1, 
2023/6/23, 17, 6, 43, 3, 1, 
2023/6/24, 18, 10, 50, 3, 1, 
2023/6/25, 27, 7, 49, 2, 1, 
2023/6/26, 20, 12, 44, 4, 1, 
2023/6/27, 37, 13, 41, 4, 1, 
2023/6/28, 44, 16, 7, 5, 1, 
2023/6/29, 59, , , , , 
2023/1/2, 37, 9, 18, 5, 1, 
2023/1/3, 35, 9, 24, 5, 1, 
2023/1/4, 34, 5, 23, 3, 2, 
2023/1/5, 19, 7, 22, 3, 1, 
2023/1/6, 26, 7, 26, 1, 2, 
2023/1/7, 26, 3, 25, , 1, 
2023/1/8, 11, 2, 29, 1, 1, 
2023/1/9, 7, 4, 30, 3, 1, 
2023/1/10, 11, 1, 22, , , 
2023/1/11, 5, 3, 29, 2, 1, 
2023/1/12, 9, 2, 27, , 2, 
2023/1/13, 9, 4, 26, 1, 1, 
2023/1/14, 15, 2, 29, , 1, 
2023/1/15, 7, 11, 28, , 2, 
2023/1/16, 9, 1, 33, , 1, 
2023/1/17, 5, 2, 31, , 1, 
2023/1/18, 6, 2, 28, , 2, 
2023/1/19, 6, 2, 30, , 1, 
2023/1/20, 6, 1, 29, , 1, 
2023/1/21, 5, 3, 28, , 2, 
2023/1/22, 9, 4, 27, , 1, 
2023/1/23, 16, 6, 23, 1, 2, 
2023/1/24, 24, 6, 26, , 2, 
2023/1/25, 17, 4, 29, , 2, 
2023/1/26, 15, 2, 29, , 1, 
2023/1/27, 7, 4, 27, , 2, 
2023/1/28, 17, 5, 25, , 2, 
2023/1/29, 23, 5, 28, , 3, 
2023/1/30, 19, , , , , 
2023/2/6, 20, 4, 27, 5, 1, 
2023/2/7, 17, 2, 27, 1, , 
2023/2/8, 9, 7, 29, 3, , 
2023/2/9, 26, 4, 32, 1, 1, 
2023/2/10, 19, , , , 1, 
2023/2/11, 46, , , , , 
2023/2/15, 60, 14, 33, 4, 1, 
2023/2/16, 52, 12, 35, 2, 1, 
2023/2/17, 46, 10, 24, 5, 2, 
2023/2/18, 33, 22, 29, 9, 1, 
2023/2/19, 60, 10, 34, 5, 1, 
2023/2/20, 33, 9, 21, 3, 1, 
2023/2/21, 29, 38, 26, 6, 1, 
2023/2/22, 70, 18, 11, 2, 1, 
2023/2/23, 54, , , , , 
2023/2/27, 15, 7, 30, , , 
2023/2/28, 23, 5, 29, 1, , 
2023/3/1, 23, 11, 30, 1, 1, 
2023/3/2, 48, 9, 33, 1, 1, 
2023/3/3, 34, 12, 34, 4, 1, 
2023/3/4, 47, , , 3, 1, 
2023/3/5, 57, , , , , 
2023/3/7, 9, 3, 25, 1, 1, 
2023/3/8, 9, 3, 24, 1, 1, 
2023/3/9, 10, 4, 26, 1, 1, 
2023/3/10, 14, 3, 28, 1, 1, 
2023/3/11, 11, 2, 17, , 1, 
2023/3/12, 5, 7, 30, 3, 1, 
2023/3/13, 12, 4, 31, 1, 1, 
2023/3/14, 9, 8, 37, 3, 1, 
2023/3/15, 16, 9, 41, 3, 1, 
2023/3/16, 22, 7, 38, 3, 1, 
2023/3/17, 23, 6, 35, 2, 1, 
2023/3/18, 17, 3, 32, 2, 1, 
2023/3/19, 11, 3, 31, 1, 1, 
2023/3/20, 11, 10, 36, 4, 1, 
2023/3/21, 26, 13, 40, 4, 1, 
2023/3/22, 38, 11, 42, 4, 1, 
2023/3/23, 24, 9, 35, 2, 1, 
2023/3/24, 15, , , , , 
2023/3/28, 30, 11, 34, 4, 1, 
2023/3/29, 17, 15, 41, 2, , 
2023/3/30, 18, 10, 36, 1, 1, 
2023/3/31, 17, 10, 37, 1, 1, 
2022/10/1, 7, 4, 38, 2, 1, 
2022/10/2, 8, 8, 33, 4, 1, 
2022/10/3, 13, 8, 35, 5, 1, 
2022/10/4, 26, 11, 34, 2, 1, 
2022/10/5, 35, 9, 30, 1, , 
2022/10/6, 29, 7, 27, 1, 1, 
2022/10/7, 24, 12, 25, 2, 1, 
2022/10/8, 41, 12, 28, 2, 1, 
2022/10/9, 38, 14, 27, 2, 1, 
2022/10/10, 41, 9, 27, 2, 1, 
2022/10/11, 29, , , , , 
2022/10/13, 34, 9, 33, 5, 1, 
2022/10/14, 22, 10, 35, 6, 1, 
2022/10/15, 32, 15, 31, 4, 1, 
2022/10/16, 40, 14, 32, 3, 1, 
2022/10/17, 43, 20, 31, 3, 1, 
2022/10/18, 50, 26, 27, 8, 1, 
2022/10/19, 68, 28, 22, 5, 1, 
2022/10/20, 73, 6, 25, 1, 1, 
2022/10/21, 19, 6, 22, 3, 1, 
2022/10/22, 18, 12, 22, 3, 1, 
2022/10/23, 32, 13, 23, 4, 1, 
2022/10/24, 24, 16, 27, 8, 1, 
2022/10/25, 41, 20, 24, 6, 1, 
2022/10/26, 37, 18, 28, 6, 1, 
2022/10/27, 36, 19, 32, 8, 1, 
2022/10/28, 48, 15, 35, 6, 1, 
2022/10/29, 48, 19, 31, 5, 1, 
2022/10/30, 59, 20, 28, 4, 1, 
2022/10/31, 57, 11, 27, 3, 1, 
2022/11/1, 32, 13, 27, 3, 1, 
2022/11/2, 44, 10, 25, 3, 1, 
2022/11/3, 30, 4, 28, , 1, 
2022/11/4, 7, 9, 29, 2, 1, 
2022/11/5, 11, 7, 28, 3, 1, 
2022/11/6, 12, 8, 32, 4, , 
2022/11/7, 22, 9, 26, 2, , 
2022/11/8, 20, 4, 24, 2, 1, 
2022/11/9, 14, 2, 28, , 1, 
2022/11/10, 9, 3, 22, 1, 1, 
2022/11/11, 14, 11, 13, 1, 1, 
2022/11/12, 40, , , , , 
2022/11/15, 10, 2, 25, , 1, 
2022/11/16, 8, 1, 25, , 1, 
2022/11/17, 6, 2, 26, , 1, 
2022/11/18, 10, 2, 28, , 1, 
2022/11/19, 7, 2, 26, , 1, 
2022/11/20, 6, 1, 28, , 1, 
2022/11/21, 6, 2, 27, , 1, 
2022/11/22, 9, 1, 21, 1, 1, 
2022/11/23, 7, 3, 24, , 1, 
2022/11/24, 12, 1, 27, , 1, 
2022/11/25, 6, 3, 26, 2, 1, 
2022/11/26, 11, 5, 22, 4, 1, 
2022/11/27, 21, 2, 26, , , 
2022/11/28, 7, 2, 27, , 1, 
2022/11/29, 9, 5, 23, 2, , 
2022/11/30, 19, 8, 22, 1, , 
2022/12/1, 34, 7, 24, 2, 1, 
2022/12/2, 26, 8, 23, 2, 2, 
2022/12/3, 32, 9, 24, 2, 1, 
2022/12/4, 37, 13, 17, 3, 1, 
2022/12/5, 50, , , , , 
2022/12/7, 51, 12, 13, 4, 1, 
2022/12/8, 49, 3, 25, , 1, 
2022/12/9, 13, 2, 22, , 1, 
2022/12/10, 9, 4, 17, , 1, 
2022/12/11, 17, 7, 11, 2, 1, 
2022/12/12, 27, 6, 17, 3, 1, 
2022/12/13, 23, 3, 21, 1, 1, 
2022/12/14, 13, 2, 27, , , 
2022/12/15, 9, 2, 23, 1, 1, 
2022/12/16, 7, 9, 14, 2, 1, 
2022/12/17, 41, 9, 16, 3, 1, 
2022/12/18, 35, 6, 6, 1, 1, 
2022/12/19, 26, 9, 17, 4, 2, 
2022/12/20, 33, 2, 26, , 1, 
2022/12/21, 9, 1, 25, , 1, 
2022/12/22, 8, 2, 21, 1, 1, 
2022/12/23, 7, 2, 27, , 1, 
2022/12/24, 9, 5, 24, , 1, 
2022/12/25, 14, 6, 21, 2, 1, 
2022/12/26, 19, 7, 22, 3, 1, 
2022/12/27, 22, 6, 23, 1, 1, 
2022/12/28, 17, 9, 26, 1, 1, 
2022/12/29, 17, 6, 23, , 1, 
2022/12/30, 15, 8, 20, 1, 1, 
2022/12/31, 20, 2, 22, , , 
2023/1/1, 9, 12, 17, 5, 1, 
2022/7/1, 35, 10, 28, 3, 1, 
2022/7/2, 31, 15, 39, 4, 1, 
2022/7/3, 30, 18, 47, 7, 1, 
2022/7/4, 36, 18, 40, 7, 1, 
2022/7/5, 44, 15, 41, 9, 1, 
2022/7/6, 41, 9, 46, 6, 1, 
2022/7/7, 22, 9, 58, 7, 1, 
2022/7/8, 23, 8, 48, 7, 1, 
2022/7/9, 21, 11, 47, 7, 1, 
2022/7/10, 21, 9, 48, 7, 1, 
2022/7/11, 18, 9, 48, 8, 1, 
2022/7/12, 19, 11, 46, 9, 1, 
2022/7/13, 20, 13, 49, 9, 2, 
2022/7/14, 24, 12, 49, 8, 1, 
2022/7/15, 31, 14, 53, 6, 1, 
2022/7/16, 35, 16, 58, 7, 1, 
2022/7/17, 39, 15, 54, 7, 1, 
2022/7/18, 36, 13, 48, 6, 1, 
2022/7/19, 32, 12, 40, 5, 1, 
2022/7/20, 31, 14, 38, 4, 1, 
2022/7/21, 29, 13, 45, 4, 1, 
2022/7/22, 33, 17, 37, 3, 1, 
2022/7/23, 41, 18, 43, 5, 1, 
2022/7/24, 46, 32, 38, 4, 1, 
2022/7/25, 54, 20, 33, 5, 1, 
2022/7/26, 53, 18, 29, 5, 1, 
2022/7/27, 50, 18, 34, 3, 1, 
2022/7/28, 51, 18, 32, 2, 1, 
2022/7/29, 51, 16, 30, 2, 1, 
2022/7/30, 46, 14, 31, 2, 1, 
2022/7/31, 41, 13, 37, 3, 1, 
2022/8/1, 40, 14, 47, 7, 1, 
2022/8/2, 36, 16, 48, 5, 1, 
2022/8/3, 32, 14, 44, 5, 1, 
2022/8/4, 28, 12, 41, 4, 1, 
2022/8/5, 26, 10, 43, 3, 1, 
2022/8/6, 27, 12, 43, 2, 1, 
2022/8/7, 33, 13, 44, 3, 1, 
2022/8/8, 34, 13, 45, 4, 1, 
2022/8/9, 34, 14, 47, 4, 1, 
2022/8/10, 31, 14, 49, 4, 1, 
2022/8/11, 26, 22, 51, 5, 1, 
2022/8/12, 34, 39, 38, 1, 1, 
2022/8/13, 47, 28, 47, , , 
2022/8/14, 48, 19, 44, 2, , 
2022/8/15, 46, 21, 43, 3, 1, 
2022/8/16, 53, 22, 39, 3, 1, 
2022/8/17, 50, 5, 33, 1, 1, 
2022/8/18, 11, 4, 28, , 1, 
2022/8/19, 9, , , , , 
2022/8/22, 20, 10, 32, 4, 1, 
2022/8/23, 26, 12, 35, 3, 1, 
2022/8/24, 33, 11, 33, 3, 1, 
2022/8/25, 26, 9, 34, 5, 1, 
2022/8/26, 26, 8, 40, 7, 1, 
2022/8/27, 23, 10, 39, 8, 1, 
2022/8/28, 32, 9, 39, 8, 1, 
2022/8/29, 27, 18, 39, 8, 1, 
2022/8/30, 45, 30, 31, 1, 1, 
2022/8/31, 52, 17, 37, 4, 1, 
2022/9/1, 48, 15, 39, 4, 1, 
2022/9/2, 35, 12, 39, 5, 1, 
2022/9/3, 25, 10, 36, 3, 1, 
2022/9/4, 28, 12, 35, 4, 1, 
2022/9/5, 34, 12, 40, 2, 1, 
2022/9/6, 22, 9, 34, 2, 1, 
2022/9/7, 13, 11, 40, 2, 1, 
2022/9/8, 14, 7, 33, 3, 1, 
2022/9/9, 14, 7, 35, 4, 1, 
2022/9/10, 19, 11, 11, 4, 1, 
2022/9/11, 38, 9, 30, 3, 1, 
2022/9/12, 25, 10, 16, 3, , 
2022/9/13, 30, 6, 28, 4, 1, 
2022/9/14, 16, 5, 33, 2, 1, 
2022/9/15, 14, 4, 35, 3, 1, 
2022/9/16, 12, 9, 30, 2, 1, 
2022/9/17, 31, 10, 29, 2, 1, 
2022/9/18, 35, , , , , 
2022/9/20, 24, 10, 33, 5, 1, 
2022/9/21, 30, 10, 33, 4, 1, 
2022/9/22, 36, 11, 36, 5, 1, 
2022/9/23, 41, 12, 32, 5, 1, 
2022/9/24, 43, 4, 30, 1, 1, 
2022/9/25, 13, 5, 28, , 1, 
2022/9/26, 13, 6, 26, , 1, 
2022/9/27, 10, 4, 27, 1, 1, 
2022/9/28, 7, 4, 28, 1, 1, 
2022/9/29, 8, 6, 28, , 1, 
2022/9/30, 7, 3, 32, , 1, 
2022/4/1, 12, 2, 37, 1, 1, 
2022/4/2, 7, 2, 37, 1, 1, 
2022/4/3, 11, 8, 32, 3, 1, 
2022/4/4, 32, 13, 37, 4, 1, 
2022/4/5, 44, 8, 35, 5, 1, 
2022/4/6, 25, 5, 34, 4, 1, 
2022/4/7, 15, 4, 30, 2, 1, 
2022/4/8, 11, 4, 31, 2, 1, 
2022/4/9, 11, 10, 30, 4, 1, 
2022/4/10, 37, 8, 37, 4, 1, 
2022/4/11, 25, 12, 29, 5, 1, 
2022/4/12, 44, 5, 28, 4, 1, 
2022/4/13, 21, 7, 39, 3, 1, 
2022/4/14, 19, 9, 45, 4, 1, 
2022/4/15, 27, 12, 40, 4, 1, 
2022/4/16, 26, 10, 41, 3, 1, 
2022/4/17, 22, 11, 45, 5, 1, 
2022/4/18, 32, 14, 34, 6, 1, 
2022/4/19, 52, 5, 32, 2, 1, 
2022/4/20, 22, 1, 33, 1, 1, 
2022/4/21, 8, 5, 34, 2, 1, 
2022/4/22, 16, 1, 33, 2, 1, 
2022/4/23, 8, 2, 36, 3, 1, 
2022/4/24, 7, 4, 42, 3, 1, 
2022/4/25, 13, 4, 42, 3, 1, 
2022/4/26, 13, 7, 29, 5, 1, 
2022/4/27, 23, 7, 34, 5, 1, 
2022/4/28, 23, 9, 42, 5, 1, 
2022/4/29, 30, 15, 33, 4, 1, 
2022/4/30, 39, 10, 38, 3, 1, 
2022/5/1, 31, 14, 39, 5, 1, 
2022/5/2, 45, 5, 37, 1, , 
2022/5/3, 20, 9, 37, 2, 1, 
2022/5/4, 35, 8, 34, 2, 1, 
2022/5/5, 30, 7, 37, 2, 1, 
2022/5/6, 22, 5, 40, 2, 1, 
2022/5/7, 14, 6, 42, 2, 1, 
2022/5/8, 19, 7, 44, 3, 1, 
2022/5/9, 20, 7, 43, 3, 1, 
2022/5/10, 20, 9, 44, 5, 1, 
2022/5/11, 25, 11, 38, 4, 1, 
2022/5/12, 29, 11, 43, 5, 1, 
2022/5/13, 31, 13, 44, 5, 1, 
2022/5/14, 31, 11, 46, 3, 1, 
2022/5/15, 26, 13, 40, 4, 1, 
2022/5/16, 32, 17, 48, 6, 1, 
2022/5/17, 39, 17, 45, 6, 1, 
2022/5/18, 43, 15, 38, 5, 1, 
2022/5/19, 35, 13, 42, 5, 1, 
2022/5/20, 29, 12, 49, 6, 1, 
2022/5/21, 25, 13, 43, 6, 1, 
2022/5/22, 22, 15, 46, 5, 1, 
2022/5/23, 25, 11, 37, 6, 1, 
2022/5/24, 29, 2, 29, 2, 1, 
2022/5/25, 6, 4, 32, 1, 1, 
2022/5/26, 7, 9, 42, 5, 1, 
2022/5/27, 17, 15, 44, 5, 1, 
2022/5/28, 32, 12, 41, 5, 1, 
2022/5/29, 26, 13, 36, 6, 1, 
2022/5/30, 31, 12, 40, 5, 1, 
2022/5/31, 27, 14, 43, 6, 1, 
2022/6/1, 39, 16, 37, 7, 1, 
2022/6/2, 43, 17, 36, 6, , 
2022/6/3, 51, 15, 35, 5, 1, 
2022/6/4, 42, 9, 39, 3, 1, 
2022/6/5, 16, 11, 41, 4, 1, 
2022/6/6, 23, 13, 39, 5, 1, 
2022/6/7, 29, 11, 16, 4, 1, 
2022/6/8, 34, 9, 36, 4, 1, 
2022/6/9, 16, 11, 38, 4, 1, 
2022/6/10, 21, 8, 36, 3, 1, 
2022/6/11, 17, 8, 41, 3, 1, 
2022/6/12, 14, 10, 45, 5, 2, 
2022/6/13, 13, 14, 46, 7, 2, 
2022/6/14, 22, 18, 48, 7, 2, 
2022/6/15, 28, 17, 46, 6, 2, 
2022/6/16, 27, 27, 50, 6, 1, 
2022/6/17, 38, , , , , 
2022/6/20, 48, 23, 30, 6, 1, 
2022/6/21, 56, 10, 36, 4, 1, 
2022/6/22, 23, 6, 36, 3, 1, 
2022/6/23, 14, 4, 35, 2, 2, 
2022/6/24, 9, , , , , 
2022/6/29, 12, 10, 39, 5, 1, 
2022/6/30, 32, 11, 24, 5, 1, 
2022/1/3, 26, 5, 28, 3, , 
2022/1/4, 13, 1, 29, 1, 1, 
2022/1/5, 6, 1, 29, 1, 1, 
2022/1/6, 5, 1, 31, 1, 1, 
2022/1/7, 6, 3, 29, 1, 1, 
2022/1/8, 10, 2, 30, 1, 1, 
2022/1/9, 8, 5, 25, 1, 1, 
2022/1/10, 7, 7, 26, 3, 1, 
2022/1/11, 26, 5, 30, 1, 1, 
2022/1/12, 17, 7, 28, 2, 1, 
2022/1/13, 27, 8, 29, 4, 1, 
2022/1/14, 28, 39, 24, 17, 6, 
2022/1/15, 32, 7, 31, 6, 1, 
2022/1/16, 26, 9, 31, 6, 1, 
2022/1/17, 31, 9, 28, 8, 2, 
2022/1/18, 27, 13, 31, 8, 2, 
2022/1/19, 45, 8, 29, 5, 1, 
2022/1/20, 28, 5, 27, 3, 1, 
2022/1/21, 22, 13, 28, 5, 1, 
2022/1/22, 48, 9, 25, 3, 1, 
2022/1/23, 38, 4, 21, 4, 1, 
2022/1/24, 19, 6, 32, 5, , 
2022/1/25, 28, 5, 31, 3, 1, 
2022/1/26, 23, 5, 32, 3, 1, 
2022/1/27, 18, 4, 34, 2, 1, 
2022/1/28, 13, 8, , 4, 1, 
2022/1/29, 21, 5, 32, 4, 2, 
2022/1/30, 18, 5, 31, 2, 1, 
2022/1/31, 7, 2, 32, 2, 1, 
2022/2/1, 6, 5, 31, 4, 1, 
2022/2/2, 13, 10, 28, 7, 2, 
2022/2/3, 24, 14, 29, 7, 1, 
2022/2/4, 42, 16, 16, 8, 1, 
2022/2/5, 59, 9, 27, 5, 1, 
2022/2/6, 37, 3, 31, 3, 1, 
2022/2/7, 11, 7, 33, 4, 1, 
2022/2/8, 28, 12, 35, 4, 1, 
2022/2/9, 45, 12, 34, 5, 1, 
2022/2/10, 43, 16, 35, 5, 1, 
2022/2/11, 46, 16, 35, 5, 1, 
2022/2/12, 48, 17, 29, 5, 1, 
2022/2/13, 54, 3, 33, 3, 1, 
2022/2/14, 14, 2, 31, 2, 1, 
2022/2/15, 7, 2, 31, 1, 1, 
2022/2/16, 9, 5, 29, 4, 1, 
2022/2/17, 15, 10, 33, 5, 1, 
2022/2/18, 27, 7, 28, 4, 1, 
2022/2/19, 21, 3, 31, 3, 1, 
2022/2/20, 10, 4, 32, 1, 1, 
2022/2/21, 8, 6, 32, 3, 1, 
2022/2/22, 17, 9, 33, 4, 1, 
2022/2/23, 32, 11, 32, 5, 1, 
2022/2/24, 36, 9, 24, 5, 1, 
2022/2/25, 36, 9, 26, 4, 1, 
2022/2/26, 33, 9, 31, 3, 1, 
2022/2/27, 32, 10, 31, 5, 1, 
2022/2/28, 34, 10, 32, 4, 1, 
2022/3/1, 34, 9, 33, 4, 1, 
2022/3/2, 31, 7, 31, 5, 1, 
2022/3/3, 32, 2, 32, 2, 1, 
2022/3/4, 14, 4, 32, 2, 1, 
2022/3/5, 15, 4, 28, 1, 1, 
2022/3/6, 16, 3, 27, 2, 1, 
2022/3/7, 14, 5, 29, 2, 1, 
2022/3/8, 20, 7, 32, 2, 1, 
2022/3/9, 27, 9, 36, 2, 1, 
2022/3/10, 37, 14, 27, 4, 1, 
2022/3/11, 50, 2, 34, 1, 1, 
2022/3/12, 13, 3, 35, 2, 1, 
2022/3/13, 12, 6, 33, 2, 1, 
2022/3/14, 23, 19, 32, 1, 1, 
2022/3/15, 52, 9, 33, 1, 1, 
2022/3/16, 30, 7, 32, 1, 1, 
2022/3/17, 23, 11, 30, 1, 1, 
2022/3/18, 37, 11, 32, 1, 1, 
2022/3/19, 37, 11, 32, 1, 1, 
2022/3/20, 42, 3, 35, 1, 1, 
2022/3/21, 12, 7, 37, 1, 1, 
2022/3/22, 28, 7, 39, 1, 1, 
2022/3/23, 29, 3, 38, 1, 1, 
2022/3/24, 12, 9, 40, 1, 1, 
2022/3/25, 37, 8, 39, 1, 1, 
2022/3/26, 33, 16, 37, 1, 1, 
2022/3/27, 52, 28, 39, 1, 1, 
2022/3/28, 59, 40, 35, 2, , 
2022/3/29, 75, 30, 30, 2, 1, 
2022/3/30, 70, 5, 36, 1, 1, 
2022/3/31, 19, 3, 35, 1, 1, 
2021/10/1, 60, 18, 36, 1, 1, 
2021/10/2, 62, 12, 28, , , 
2021/10/3, 40, 2, 28, , , 
2021/10/4, 6, 3, 28, 1, , 
2021/10/5, 10, 3, 30, 1, , 
2021/10/6, 9, 7, 35, 1, , 
2021/10/7, 19, 8, 36, 1, , 
2021/10/8, 26, 7, 35, , , 
2021/10/9, 26, 7, 33, , , 
2021/10/10, 26, 9, 32, 1, , 
2021/10/11, 34, 7, 34, 1, , 
2021/10/12, 24, 7, 37, , , 
2021/10/13, 24, 10, 38, , , 
2021/10/14, 36, 12, 33, 3, , 
2021/10/15, 40, 10, 35, 1, , 
2021/10/16, 30, 3, 18, 2, , 
2021/10/17, 13, 3, 33, 3, , 
2021/10/18, 14, 2, 35, 1, , 
2021/10/19, 10, 9, 36, 1, , 
2021/10/20, 33, 7, 31, 2, 1, 
2021/10/21, 22, 5, 27, 1, , 
2021/10/22, 14, , , , , 
2021/10/25, 41, 10, 36, 8, , 
2021/10/26, 30, 8, 26, 7, , 
2021/10/27, 27, 14, 31, 11, , 
